"Feature","Feature.Systematic.Name","Feature.Type","Coordinates","Strand","ChrN","Pathways","pro","anti","fitness","GoTerm","t7.8","t10.7","t14","t17.8","t22","t26.8","t32.2","t38.4","t45.4","t53.3","t62.2","t72.3","p7.8","p10.7","p14","p17.8","p22","p26.8","p32.2","p38.4","p45.4","p53.3","p62.2","p72.3"
"FUS1","YCL027W","ORF","71803-73341","+","III",NA,NA,NA,NA,"0016020; 0016020; 0043332; 0016021; 0005887; 0032065; 0000755; 0000755; 0000755; 0043332; 0005783; 0031385; 0003674; 0043332",8.563557412,8.730666656,9.04405626,9.443076566,10.35025125,10.62083335,10.87485616,11.31974784,11.39844683,10.8411416,9.534559315,7.056763478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YCR102C","YCR102C","ORF","304361-305467","-","III",NA,NA,NA,NA,"0046688; 0016491; 0008270; 0055114; 0005575; 0003674",2.125078356,2.207930253,2.314452837,2.442641653,2.618033348,2.771164017,2.900235142,2.952202206,3.034563405,3.457575742,4.224443872,5.554723543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GUD1","YDL238C","ORF","28985-30454","-","IV","salvage pathways of guanine, xanthine and their nucleosides; salvage pathways of purines and their nucleosides",NA,NA,NA,"0008892; 0008270; 0046098; 0005737; 0005737; 0005737; 0008270; 0008892; 0016787; 0016787; 0006147; 0008892; 0046872; 0006147; 0005829; 0046098; 0016811",7.505017026,7.694220341,8.048820291,8.44873002,9.491171386,9.402414445,9.131469841,8.874321098,8.256462303,8.064741949,8.20167951,8.927577525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YCR081C-A","YCR081C-A","ORF","258415-258651","-","III",NA,NA,NA,NA,NA,11.37892784,11.13696957,10.77189945,10.27261067,9.437381123,8.602180011,7.910340884,7.982115086,7.205805892,7.15407817,7.923829349,10.1584556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PCS60","YBR222C","ORF","666720-668351","-","II",NA,NA,NA,NA,"0016020; 0005782; 0050203; 0050203; 0003824; 0008152; 0005782; 0003729; 0033611; 0033611; 0005777; 0005778; 0016021; 0005737; 0005778; 0016874",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.81846144,16.30616138,14.36555228,11.62665091,7.689437506,4.615853671,2.779029574,2.82133176,7.726123417,13.46518252,17.62767634,17.60666019
"CIT2","YCR005C","ORF","120946-122328","-","III","glyoxylate cycle; TCA cycle, aerobic respiration",0,0,1,"0005739; 0005777; 0005777; 0006097; 0004108; 0006101; 0006101; 0006537; 0046912; 0005739; 0006099; 0005777; 0004108; 0005777; 0016740; 0004108; 0006099; 0006099; 0005737",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170.6237254,170.7426964,171.8782174,174.3962573,179.6589839,187.2866879,192.4007554,198.7478742,207.139701,207.2027551,201.7400099,188.5553125
"IPP1","YBR011C","ORF","257112-257975","-","II",NA,NA,NA,NA,"0005737; 0000287; 0005737; 0005737; 0006796; 0005737; 0004427; 0005634; 0004427; 0006796; 0016787; 0004427; 0046872",1194.355787,1181.891523,1168.161385,1153.259969,1136.844128,1120.293094,1109.886272,1115.427022,1118.422445,1131.67586,1157.665002,1199.462848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAL019W-A","YAL019W-A","ORF","114250-114819","+","I",NA,NA,NA,NA,NA,25.26336912,25.57912838,25.96701377,26.33134001,27.11240596,26.91665366,26.47073835,25.66669939,25.85978561,25.51317416,24.80734123,23.39727233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MBA1","YBR185C","ORF","599123-599959","-","II",NA,0,0.5,0.5,"0016020; 0005739; 0005739; 0005743; 0007007; 0070131; 0043022; 0005739; 0032979; 0005743; 0005743; 0005743; 0043022; 0032979; 0097034; 0097034; 0097033; 0097033",19.03905744,18.54292023,18.18113148,17.87201909,18.50559788,17.86601333,17.06992781,15.48206049,16.65370311,17.57217125,18.64035463,19.17651403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COQ1","YBR003W","ORF","242809-244230","+","II","hexaprenyl diphosphate biosynthesis",0,0,1,"0006744; 0005743; 0005739; 0005743; 0046872; 0005739; 0006744; 0005739; 0008299; 0016020; 0005739; 0008299; 0005739; 0016740; 0000010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.422227609,8.510377838,8.556452464,8.474223043,8.040945898,8.19808808,8.592790792,9.00377967,8.511894382,8.332435792,8.707194012,10.12722253
"LEU2","YCL018W","ORF","91324-92418","+","III","leucine biosynthesis",0,1,0,"0000287; 0009098; 0003862; 0006097; 0046872; 0055114; 0008652; 0005737; 0005737; 0016491; 0009098; 0009082; 0009098; 0005737; 0003862; 0009098; 0003862; 0003862; 0055114; 0051287; 0016616; 0005829",701.6577221,697.3902421,692.9042042,688.2984973,683.3716183,679.7114374,678.1136657,682.0712372,678.8869176,674.3681378,667.9870907,659.0356066,1765.913037,1747.913782,1719.755276,1671.486297,1578.512803,1558.416909,1502.502485,1432.249415,1312.554806,1196.535395,1152.352566,1249.459833
"YBR287W","YBR287W","ORF","776571-777854","+","II",NA,NA,NA,NA,"0016021; 0006810; 0016020; 0016020; 0016021; 0055085; 0016021; 0003674; 0005783; 0008150",132.9596415,136.7961019,142.7383268,151.9535379,166.1135438,184.0005793,203.6223043,229.0249779,237.3047438,233.5522394,214.3618313,175.0023286,8.505134285,8.664386365,8.937727068,9.403963454,10.24687344,10.96832421,10.93756623,10.50189007,9.574759806,8.806348163,7.771801637,6.394041425
"YPT10","YBR264C","ORF","737770-738369","-","II",NA,NA,NA,NA,"0007030; 0005525; 0005770; 0003924; 0006886; 0007264; 0005886; 0000329; 0000166; 0005525; 0006810; 0015031; 0016020; 0032482; 0003924; 0005737; 0005886; 0019001",25.97256005,26.3839976,27.2174227,28.14756783,30.76578448,30.51723413,29.13491973,25.00477576,23.78650128,25.53946533,30.18141028,38.90795481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BUD14","YAR014C","ORF","166742-168871","-","I",NA,NA,NA,NA,"0005634; 0032880; 0032465; 0007049; 0060627; 0090337; 1990615; 0051301; 0005935; 0000131; 0005934; 0006355; 0006355; 0006355; 0007010; 0007010; 0007010; 0008599; 0008599; 0008599; 0000903; 0030837; 0030837; 0030837; 0005737",38.52400948,38.55707235,38.53182797,38.47596562,38.37797056,38.19696597,37.43795715,35.38456494,33.62830097,33.07391246,33.64183875,36.30977546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IML3","YBR107C","ORF","453793-454530","-","II",NA,NA,NA,NA,"0007049; 0051301; 0000777; 0005694; 0000776; 0034089; 0034087; 0034087; 0034090; 0071459; 0000775; 0007067; 0005634; 0005634; 0071459; 0030437; 0045144; 0003674; 0000942; 0051321",37.932549,37.11696547,36.05026594,34.78918847,32.95436415,31.35340939,30.72839802,32.62707954,36.01512845,38.36463153,40.53950729,41.51904023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HEM3","YDL205C","ORF","92762-93745","-","IV","tetrapyrrole biosynthesis",NA,NA,NA,"0018160; 0006779; 0004418; 0005634; 0005737; 0006783; 0006783; 0033014; 0006783; 0004418; 0004418; 0004418; 0006782; 0016740",72.59389563,71.53613092,69.78036866,67.36383366,62.92001322,59.65381346,56.43209424,52.70742776,52.30619681,53.70850252,57.74582991,65.13663538,16.29529256,16.24516175,15.96417528,15.27288506,13.5089807,12.81444946,12.63497985,12.89151729,13.52502633,13.02491931,11.95431804,10.15556701
"ELO2","YCR034W","ORF","190592-191635","+","III",NA,NA,NA,NA,"0009922; 0016020; 0006633; 0006631; 0005783; 0016192; 0030497; 0030148; 0016021; 0102338; 0102336; 0016021; 0006629; 0005783; 0016740; 0005789; 0016021; 0042761; 0032511; 0102337",152.4743219,152.7186818,152.4706351,151.9782076,149.8067296,149.3855182,148.952794,148.0680535,152.1601621,150.3533626,143.1095782,125.9425125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MST28","YAR033W","ORF","188107-188811","+","I",NA,NA,NA,NA,"0003674; 0005783; 0005794; 0016021; 0016050; 0016050; 0005783; 0005886; 0016020; 0012507; 0006810; 0030663; 0005794; 0031410; 0015031; 0005783; 0016192; 0005794; 0016021; 0005783; 0005783",13.88734097,13.65580477,13.37313982,12.97594253,12.51411154,11.61626721,11.17534526,12.40124135,12.70486216,12.68748071,12.5656569,12.21429256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEF1","YBL066C","ORF","96669-100115","-","II",NA,NA,NA,NA,"0005634; 0005575; 0006351; 0046872; 0000981; 0003677; 0006355; 0003677; 0005634; 0006355; 0008270; 0006351; 0030435; 0008150; 0003674; 0005634",6.934518964,6.958017724,7.009361264,7.043693287,7.218996034,6.934783746,6.874091524,7.760770466,8.343263708,8.500386499,8.341966914,7.581984794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YCL001W-B","YCL001W-B","ORF","113770-114024","+","III",NA,NA,NA,NA,"0070481; 0070966; 0005575; 0071025; 0008150; 0003674",7.856207765,8.126405057,8.449249563,8.710328723,9.250784207,8.792605974,8.395000797,8.775113336,8.838049988,8.752263658,8.663536998,8.536631034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WHI4","YDL224C","ORF","54397-56346","-","IV",NA,NA,NA,NA,"0003676; 0000166; 0005737; 0061157; 0008361; 0005737; 0003723; 0005737; 0003723",29.76382282,28.90806313,27.79711193,26.71062578,24.63823503,24.60284127,26.07099094,31.72415888,33.27987767,33.18563539,31.58053379,28.09429179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DTR1","YBR180W","ORF","589741-591459","+","II",NA,NA,NA,NA,"0005628; 0006810; 0016021; 0030435; 0016020; 0055085; 0005628; 0016021; 0015837; 0005275; 0055085; 0071944; 0030476; 0016021; 0005628",1.141461608,1.178546611,1.22396318,1.283460618,1.344144646,1.45896967,1.566413852,1.607265485,1.711239336,1.776667514,1.787822082,1.701019198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AAR2","YBL074C","ORF","86722-87789","-","II",NA,NA,NA,NA,"0003674; 0008380; 0005634; 0005634; 0006397; 0005682; 0005737; 0005737; 0000244",6.166850155,6.019570617,5.918369633,5.892324771,6.09124899,6.214795909,6.44508607,7.063142746,7.228225448,7.37974955,7.52527291,7.74852003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YCR047W-A","YCR047W-A","ORF","211301-211507","+","III",NA,NA,NA,NA,NA,148.2015304,152.7960126,156.5594262,159.3833204,160.6939612,159.6773233,153.5773222,132.7199851,138.4193601,141.0473348,143.7013257,142.9997899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YBR126W-B","YBR126W-B","ORF","490927-491070","+","II",NA,NA,NA,NA,NA,601.439555,571.4584164,541.0090299,511.5929135,477.187479,469.6589368,487.656755,567.2342702,522.099838,528.3367178,578.6365478,720.086855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YBL065W","YBL065W","ORF","99963-100307","+","II",NA,NA,NA,NA,NA,3.317163765,3.385384604,3.496681909,3.593175898,3.924545785,3.685641803,3.320754394,2.767518249,2.797668663,3.633169537,5.392029254,8.499742008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CSG2","YBR036C","ORF","309081-310313","-","II","sphingolipid metabolism",0,0,1,"0006874; 0005783; 0016021; 0030234; 0030234; 0030234; 0006688; 0030176; 0006874; 0000324; 0005783; 0016021; 0005789; 0016020; 0030176",107.1521107,107.4524258,109.6405058,113.7692561,123.6061786,131.3200505,138.8629706,145.5248357,146.6057054,147.2175341,144.8130094,138.4415364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YBR223W-A","YBR223W-A","ORF","668721-668840","+","II",NA,NA,NA,NA,NA,22.42335914,22.791499,23.11077513,23.2545026,23.63378952,22.30344343,21.00359524,20.85867841,22.79327691,24.13650435,25.57005979,26.48361572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YBR062C","YBR062C","ORF","365976-366600","-","II",NA,NA,NA,NA,"0003674; 0008150; 0008270; 0046872; 0005575",45.22055222,46.37506809,48.59144001,51.04636567,57.75758608,57.24841732,53.49170341,41.78400628,37.64539903,39.67982331,47.38153524,62.88813772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YBR085C-A","YBR085C-A","ORF","418907-419164","-","II",NA,NA,NA,NA,"0005737; 0005634; 0008150; 0005737; 0005634; 0005634; 0005737; 0003674",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.2606742,18.36618367,19.85089478,21.99924702,25.19673921,27.48768058,27.64092094,29.87927033,41.41217518,53.0233387,58.08063811,49.79155821
"KTR4","YBR199W","ORF","618909-620303","+","II",NA,NA,NA,NA,"0016740; 0006493; 0000030; 0000324; 0006486; 0016020; 0016757; 0005794; 0016021; 0016020; 0016020; 0006487; 0000032; 0000026; 0006487; 0097502; 0005794; 0000030",67.95227183,66.81105464,66.54533652,66.87195895,70.66407925,70.51551173,72.0141881,80.34131714,79.68751912,76.76368947,70.85081701,61.00283695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PYC2","YBR218C","ORF","658707-662249","-","II","aspartate biosynthesis; gluconeogenesis; TCA cycle, aerobic respiration",NA,NA,NA,"0008152; 0016874; 0000166; 0006094; 0004736; 0003677; 0005524; 0046872; 0006094; 0046872; 0005737; 0005737; 0005524; 0003824; 0006094; 0004736; 0005829; 0009374; 0006090; 0004075; 0006094; 0005829; 0003824; 0004736",137.0737321,135.6730837,134.3166362,132.9516188,131.752909,130.4295079,130.126277,133.293397,131.0906122,129.8517157,129.1292583,129.8442528,175.5594916,177.7087664,180.6209927,184.7512863,190.9505377,198.5557261,194.1211722,184.756876,171.0389921,166.0397081,167.2945634,179.3503613
"ADE1","YAR015W","ORF","169375-170295","+","I","de novo biosynthesis of purine nucleotides",0,1,0,"0006164; 0005634; 0004639; 0004639; 0004639; 0006189; 0016874; 0000166; 0004639; 0005524; 0006164; 0046084; 0004638; 0006189; 0006189; 0006189; 0006164; 0004639; 0006164; 0006164; 0005737; 0005524",795.5393371,786.9127497,777.4590086,768.50949,755.8768236,758.1155496,760.1649265,757.4887901,719.5706892,688.6392459,658.0988253,639.1985252,1848.062833,1808.129543,1759.482946,1691.29019,1591.242066,1558.935215,1539.039145,1560.527569,1657.09846,1624.330064,1554.471526,1438.00608
"RPL41A","YDL184C","ORF","130407-130484","-","IV",NA,NA,NA,NA,"0005737; 0005737; 0002181; 0003735; 0006412; 0030529; 0005840; 0003735; 0005840; 0022625",7592.417621,7627.259271,7663.174716,7683.592304,7706.683181,7645.754557,7560.505871,7371.613557,7535.48763,7727.633779,7987.690406,8257.115981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PDI1","YCL043C","ORF","48653-50221","-","III",NA,NA,NA,NA,"0003756; 0006457; 1904382; 0036508; 0016853; 0005783; 0005788; 0005515; 0005783; 0045454; 0016853; 0005783; 0005788; 0003756; 0015035; 0003756; 0034976; 1904382; 1904382; 0051082; 0003756; 1904382",292.2608082,292.3643526,294.0053283,297.5082704,305.8521761,312.615345,321.3255567,338.421834,338.823312,339.545075,338.8474234,339.4480096,1891.498053,1776.056109,1619.794885,1395.371441,1074.291475,742.5650674,509.0433765,448.2380918,858.6504887,963.4644857,835.6828672,269.4353367
"YBL100W-A","YBL100W-A","transposable_element_gene","29935-31251","+","II",NA,NA,NA,NA,"0005737; 0032197; 0000943; 0003723; 0003723; 0003723; 0005737; 0005737",2.822020093,3.028222351,3.289436756,3.564459982,4.027443671,4.125170341,3.987953835,3.321582676,3.067178134,3.023946378,3.136351983,3.469339199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MIX23","YBL107C","ORF","9961-10551","-","II",NA,NA,NA,NA,"0005758; 0005737; 0003674; 0008150; 0005758; 0005739; 0005739",45.95542579,46.71771497,47.42952957,47.85359925,48.78347863,46.83565643,45.12828672,46.16990942,47.86424822,46.90706911,44.33916048,38.90984815,1.972895914,1.825884231,1.646488018,1.390951171,1.000493841,0.843732871,0.815034166,0.835722572,0.667766948,0.514135584,0.407550482,0.395131402
"ADH5","YBR145W","ORF","533762-534817","+","II","ethanol degradation; isoleucine degradation; leucine degradation; phenylalanine degradation; superpathway of glucose fermentation; tryptophan degradation; valine degradation",NA,NA,NA,"0005634; 0005737; 0006116; 0004022; 0043458; 0016491; 0004022; 0016491; 0008270; 0055114; 0055114; 0000947; 0046872",285.3330666,284.1570789,283.2987857,282.0861374,282.065532,278.1071538,274.9779931,275.8006693,273.5914013,269.7208402,263.5642943,252.8038721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPO7","YAL009W","ORF","135854-136633","+","I",NA,NA,NA,NA,"0004721; 0004721; 0016021; 1903740; 0005783; 0016021; 0016020; 0031965; 0005634; 0030435; 0005789; 0071595; 0005783; 0006470; 0006629; 0006998; 0071072; 0016021",26.2731483,26.37482447,26.60623827,26.82578515,27.62188079,27.13737062,26.87742829,27.78539345,28.40268987,28.29160109,27.60883643,25.81261625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CDC50","YCR094W","ORF","286762-287937","+","III",NA,NA,NA,NA,"0005783; 0016020; 0016020; 0006897; 0006886; 0005802; 0031902; 0051666; 0031902; 0016021; 1990530; 0004012; 0045332; 0005768",26.27241497,26.02792699,25.89526545,25.98081163,26.37847189,27.39522295,28.42122706,28.90940036,28.89119578,29.40934751,30.28002451,31.95511564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MGR1","YCL044C","ORF","47111-48364","-","III",NA,NA,NA,NA,"0005739; 0016021; 0005743; 0005743; 0005739; 0031942; 0006515; 0051787; 0016020; 0005739; 0005739; 0031942; 0005739",16.26602397,16.32085419,16.59986338,17.1393013,18.31615124,19.57514057,20.97402115,22.39140325,23.00580444,23.6001775,24.02392551,24.38292256,6.763020866,7.092113515,7.443951821,7.905219603,8.577909024,8.705456969,8.223117329,7.529103067,7.676230268,7.795359634,7.67884273,7.147230061
"CYS3","YAL012W","ORF","130799-131983","+","I","cysteine biosynthesis from homocysteine; cysteine biosynthesis/homocysteine degradation; threonine degradation",NA,NA,NA,"0005737; 0005737; 0080146; 0044540; 0019344; 0004123; 0019344; 0005737; 0005737; 0004123; 0019343; 0030170; 0008652; 0016829; 0003824; 0004123; 0019346; 0019344; 0004123; 0005634",289.4893208,272.8450834,251.3975688,228.2606294,188.6826498,177.3697424,184.4105808,233.0981783,257.3493724,262.6699783,254.0699199,222.4849735,3139.100796,3102.691436,3046.696052,2954.249834,2789.452061,2710.691979,2580.604205,2488.746139,2515.899606,2425.781755,2317.122808,2190.052
"MUM2","YBR057C","ORF","352193-353293","-","II",NA,0,1,0,"0005737; 0030435; 0005737; 0051321; 0005737; 0005634; 0006279; 0006279; 0005634; 0080009; 0005730; 0036396; 0036396; 0005515; 2000221; 0080009; 0007126; 0080009",45.79080287,46.85574257,47.94101337,48.4320386,50.06676641,45.80460755,40.76151941,36.86355092,37.01877062,36.85445596,37.50505181,38.23918218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CMC2","YBL059C-A","ORF","110125-110539","-","II",NA,NA,NA,NA,"0005743; 0005743; 0033108; 0046872; 0005739; 0005634; 0005737; 0003674; 0005758; 0016020; 0005739",59.36309727,60.46048044,62.70529229,65.34116574,72.34759821,73.24962323,70.17456578,56.58767434,46.75647974,45.77306814,52.23841762,71.09866845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YCR100C","YCR100C","ORF","301271-302221","-","III",NA,NA,NA,NA,"0003674; 0016021; 0008150",10.32182962,10.48468266,10.69907597,10.81514325,11.24612027,10.45021542,9.419164013,8.566127872,7.273162372,6.659265154,6.673183388,7.773226839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BAP2","YBR068C","ORF","373861-375690","-","II",NA,0,0,1,"0005783; 0015179; 0005887; 0015297; 0003333; 0006865; 0005886; 0005886; 0016021; 0016021; 0016021; 0015171; 0006810; 0006810; 0016020; 0055085; 0016020; 0006865; 0003333; 0055085; 0006865; 0015171; 0005886; 0005773",18.28693276,19.75869908,21.83419248,24.32474916,28.6761138,30.70380264,32.48833063,34.07680362,38.1267379,41.09694725,43.09559126,42.81185424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YDL183C","YDL183C","ORF","130871-131833","-","IV",NA,NA,NA,NA,"0006813; 0015992; 0031305; 0003674",22.76264076,25.28817763,28.75786598,32.71869978,39.95773878,42.12536831,43.0039511,42.04660608,44.99851732,44.26080347,39.5677289,27.65293567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LSM2","YBL026W","ORF","170623-171038","+","II",NA,NA,NA,NA,"0000932; 1990726; 0006364; 0005681; 0005634; 0005634; 0006397; 0005634; 0005737; 0005737; 0005737; 0030529; 0006397; 0005688; 0005730; 0005688; 0003723; 0003723; 0046540; 0000398; 0046540; 0005732; 0008033; 0071013; 0071011; 0008380; 0003723",248.6128159,252.5830161,257.692908,262.2532803,272.0317767,267.9822825,259.6848071,243.4378325,241.1035382,249.1635314,269.2815869,306.1540831,17.28226577,16.03815474,14.72500075,13.00536939,10.56327185,11.81788696,13.22206026,15.31806781,17.3313642,17.84614243,16.990742,14.25370875
"GRS1","YBR121C","ORF","481364-483367","-","II",NA,NA,NA,NA,"0005739; 0004820; 0005524; 0004820; 0000166; 0006418; 0004812; 0004812; 0005759; 0005737; 0005737; 0005739; 0000166; 0070150; 0005737; 0016874; 0006426; 0004820; 0005524; 0006412; 0006426; 0006353; 0005739; 0006426; 0005739; 0005737; 0005739; 0004820; 0004820",282.7657116,283.1308004,282.7788511,282.427447,279.7512057,281.5409378,281.2327191,272.8386,276.1134709,271.3608193,258.5867253,231.4643583,1995.090047,2008.357255,2010.81089,1998.586959,1944.227761,1893.825677,1850.860688,1797.234584,1719.931338,1639.406496,1590.852409,1608.189764
"MAP2","YBL091C","ORF","47363-48628","-","II",NA,NA,NA,NA,"0004177; 0006508; 0008235; 0070084; 0046872; 0005737; 0070006; 0016787; 0046872; 0008233; 0006508; 0004177; 0005634; 0005737; 0035551; 0070006; 0070006; 0005737",118.0275659,116.8562267,115.4724285,114.0108458,111.7798964,111.0578637,111.0724018,112.9112375,111.0438404,109.1744592,107.0052171,104.9834105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"APL3","YBL037W","ORF","147209-150286","+","II",NA,NA,NA,NA,"0005935; 0016192; 0005935; 0006886; 0016020; 0006810; 0006897; 0015031; 0003674; 0008565; 0015031; 0016020; 0030131; 0005905; 0005905; 0005886; 0005886; 0030117; 0006886; 0030122",8.045361053,7.429586341,6.733042322,6.040034636,5.094477699,4.854631603,4.94994275,5.671306802,5.595156365,5.381228368,4.981372439,4.334531762,4.35109912,4.78547654,5.323560294,6.100478368,7.356678947,7.730182519,7.412342603,6.602069216,5.661497604,5.187438815,4.613948013,3.834545141
"GPI18","YBR004C","ORF","244366-245667","-","II",NA,NA,NA,NA,"0005783; 0004584; 0006506; 0016021; 0016740; 0016021; 0000030; 0000030; 0000030; 0006506; 0006506; 0016020; 0006506; 0005783; 0000030; 0000030; 0005783; 0006506; 0030176; 0031501; 0031501; 0005789; 0004584; 0006506; 0005739; 0004584; 0005783; 0016757",34.43450863,36.01754517,37.95954871,40.86503406,44.24413936,50.33494647,58.42670227,70.94400354,83.63608051,87.23083712,82.28263156,63.19405182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YPK3","YBR028C","ORF","294425-296002","-","II",NA,NA,NA,NA,"0004674; 0005737; 0016310; 0005524; 0005737; 0005737; 0005524; 0006468; 0016301; 0046777; 0018105; 0004674; 0000166; 0004672; 0035556; 0016740; 0018105; 0004674; 0046777; 0004674; 0018105; 0018105; 0004674; 0004674; 0006468",33.2309726,33.82858281,34.3707037,34.82446217,35.42436496,35.3699204,34.3378939,30.34065496,30.54532228,31.58061825,33.99135166,38.22312074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAL034C-B","YAL034C-B","ORF","79489-79842","-","I",NA,NA,NA,NA,NA,15.55618134,15.62656229,15.53552852,15.29973711,14.49427301,13.94754819,13.70215276,14.20101617,16.1598777,17.99713989,20.17078284,22.35742209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
