"Feature","Feature.Systematic.Name","Feature.Type","Coordinates","Strand","ChrN","Pathways","pro","anti","fitness","GoTerm","RLS","RLSMean","DivergenceSlopes","t7.8","t10.7","t14","t17.8","t22","t26.8","t32.2","t38.4","t45.4","t53.3","t62.2","t72.3","p7.8","p10.7","p14","p17.8","p22","p26.8","p32.2","p38.4","p45.4","p53.3","p62.2","p72.3"
"MPD1","YOR288C","ORF","852121-853077","-","XV",NA,0,1,0,"0005783; 0000324; 0016853; 0003756; 0003756; 0006457; 0003756; 0015035; 0003756; 0015035; 0003756; 0015035; 0005515; 0019153; 0045454; 0005788; 0034976; 0005783","15,8,13,16,15,16,21,18,19,25,20,22,25,27,27,28,28,29,29,30,29,32,30,33,30,34,37,38,37,38,41,40,41,41,42,46,44,49,47,51,50,56,51,65,56",33.0888888888889,0.00298439966530795,18.98687997,17.68293954,16.34430873,15.01989041,13.47713627,13.05079871,13.49223828,15.2484703,14.89043676,15.68825021,17.50706603,20.98739133,15.93293349,16.67289337,17.35510748,18.07314727,18.58153414,18.4727146,17.69627924,16.5391978,15.79482139,15.03981216,14.38418494,14.05058508
"RBS1","YDL189W","ORF","122216-123589","+","IV",NA,NA,NA,NA,"0003723; 0005737; 0005737; 1990115; 0003676; 0006012; 0005737; 0005634; 0003674","29,35,35,35,57,23,50,33,4,30,20,49,48,47,50,36,27,21,24,22,3,43,45,13,48",33.08,-0.000552807001702038,55.41801666,54.85152852,53.90838653,52.73847759,50.28600139,49.51290209,48.56952184,46.67614938,44.51705397,45.7337077,50.47111371,61.28500405,5.597297489,5.5642713,5.625781843,5.801518124,6.115506329,7.196691804,8.417973172,9.358211011,8.894516236,8.191675038,7.616690606,7.683213488
"BNA1","YJR025C","ORF","471138-471671","-","X","tryptophan degradation via kynurenine",NA,NA,NA,"0019363; 0046874; 0005737; 0046872; 0009435; 0008198; 0000334; 0000334; 0034354; 0019805; 0000334; 0006569; 0043420; 0005634; 0055114; 0051213; 0016491; 0005737; 0005737; 0034354; 0005634; 0000334; 0005506; 0055114; 0005737","29,36,23,32,45",33,-0.000106981299204773,173.0667161,172.3382629,171.947588,170.8441858,171.5129239,165.0270455,159.116374,158.7118921,154.2613556,149.9123274,145.4169968,139.9094222,318.5469887,331.7361275,337.7381718,336.2903519,320.3531058,254.3585442,209.2869649,180.0530054,221.8303614,227.6807023,220.1456571,182.1704607
"SAM1","YLR180W","ORF","515262-516410","+","XII","S-adenosylmethionine biosynthesis; S-adenosylmethionine cycle",0,1,0,"0004478; 0006555; 0005737; 0005737; 0005524; 0004478; 0046872; 0006730; 0000166; 0004478; 0006556; 0016740; 0006556; 0005829; 0004478; 0005524; 0010494; 0006556","3,7,3,12,4,16,9,19,11,20,11,20,11,22,12,22,12,23,13,24,14,24,14,24,14,25,14,25,16,26,16,26,16,26,17,26,17,26,18,28,18,28,18,29,19,29,20,29,20,30,20,30,20,30,22,30,22,31,22,32,22,33,23,33,23,33,23,36,23,36,23,37,23,37,24,37,24,37,24,38,24,38,25,38,25,38,25,40,25,40,26,41,26,41,26,42,26,42,26,42,26,43,26,43,27,43,27,44,27,45,27,46,27,47,27,50,27,51,27,53,28,28,29,29,30,30,30,30,30,31,31,31,31,31,31,31,32,32,32,33,33,33,33,34,34,35,35,35,35,35,35,36,36,36,36,36,37,37,37,37,37,37,37,38,38,38,38,38,38,38,38,38,38,39,39,39,39,39,40,40,41,41,41,41,41,41,42,42,43,43,43,44,44,45,46,46,46,47,47,47,48,48,48,49,49,49,49,50,50,50,51,51,51,51,51,52,52,52,53,55,56,57,58,59,61",32.9555555555556,0.00172341598907596,1237.380393,1220.902864,1198.197747,1173.549032,1126.836813,1118.695417,1131.595989,1190.399031,1225.070741,1201.168147,1123.265374,957.6995768,2502.21438,2495.358583,2486.552357,2473.189832,2446.370355,2455.851842,2453.387532,2451.842048,2435.545145,2448.202111,2521.337445,2698.421587
"DLD2","YDL178W","ORF","139522-141114","+","IV",NA,NA,NA,NA,"0055114; 0050660; 0016491; 0003824; 0004458; 0005739; 0005759; 0004458; 0005739; 0003779; 0003779; 0003779; 0016491; 0005739; 0016614; 0071949; 1903457; 0051990; 0005759; 0055114","41,34,54,23,12",32.8,-0.00627744548946133,66.77983387,66.93048067,67.32035548,67.78886463,69.44748798,69.21095299,67.62774959,63.02921796,59.70218533,57.49899019,55.97686964,55.73179679,18.96062617,19.8247988,20.75435758,21.86776156,22.93926856,24.05917872,24.22268574,23.66224155,21.98538569,20.81514104,19.52493414,18.37886764
"GCV1","YDR019C","ORF","484163-485365","-","IV","folate biosynthesis; folate interconversions; folate transformations; glycine cleavage complex",NA,NA,NA,"0006730; 0005739; 0005960; 0005739; 0005739; 0006730; 0005739; 0006546; 0006544; 0004047; 0005739; 0004047; 0006546; 0016740; 0008483; 0005739; 0004375","38,25,36,43,22",32.8,4.32425786688417e-05,582.1915934,576.1180253,569.086209,561.5729185,551.0663029,547.211361,543.9083046,539.8107556,522.1492127,509.7064036,500.5205304,500.3424834,713.7289821,711.3092422,709.6808245,708.3101328,707.9180765,720.3286099,722.0201184,717.8314285,696.2317078,676.3304274,664.9255192,673.0150021
"ADE2","YOR128C","ORF","564476-566191","-","XV","de novo biosynthesis of purine nucleotides",0,1,0,"0006164; 0005737; 0016829; 0004638; 0006189; 0004638; 0006189; 0003824; 0004638; 0005524; 0016831; 0005524; 0046872; 0000166; 0006164; 0006144; 0006189; 0004639; 0046084; 0006189","26,64,29,23,22",32.8,-0.000664192918073494,268.9514716,263.1024594,256.0952292,248.7343063,237.6544853,234.7534827,233.661576,235.2929876,223.0076885,212.7219034,203.0926218,198.0400627,1050.704453,1046.947429,1046.845799,1052.652129,1074.473904,1081.772145,1101.480346,1121.121856,1131.364347,1139.244863,1133.93528,1104.667794
"YBL036C","YBL036C","ORF","150447-151220","-","II",NA,NA,NA,NA,"0005575; 0008150; 0030170; 0005622","46,18,21,37,19,29,59,54,47,31,31,26,45,30,21,46,18,21,37,19",32.75,-0.00574486947592722,82.836996,83.28105133,83.88827017,84.65125297,86.3980495,87.36489368,86.61616626,80.2251966,78.65484897,81.44475111,88.98289368,104.1326254,65.26439818,65.21636194,63.59713411,59.88110614,52.38486426,40.33802981,30.14828697,22.78238891,26.59078491,26.45995429,27.65540289,29.95296368
"BNA4","YBL098W","ORF","39145-40527","+","II","tryptophan degradation via kynurenine",NA,NA,NA,"0016491; 0005741; 0016020; 0009435; 0016174; 0070189; 0044550; 0050660; 0004502; 0004502; 0006569; 0019805; 0019363; 0034354; 0031966; 0050660; 0034354; 0004497; 0005739; 0005739; 0043420; 0005739; 0004502; 0006569; 0019805; 0005739; 0055114; 0004502; 0071949; 0005741; 0005741; 0005739; 0016491; 0055114","39,34,39,22,29",32.6,-0.00250194451230735,32.49595957,33.076854,33.96106518,34.94102872,37.01669316,37.12525132,36.94857271,36.53979848,37.67683173,38.13788623,37.93488646,36.11888644,33.56409966,34.02084498,34.11887363,33.86398045,32.89244692,29.47554651,27.78825919,26.3706811,26.56164613,24.0422569,20.29322652,14.67887791
"YER156C","YER156C","ORF","483325-484341","-","V",NA,NA,NA,NA,"0005634; 0008150; 0005737; 0003674","31,44,13,42,33",32.6,0.00111750806669486,158.2885116,159.3740826,159.5313478,158.8333746,155.9152446,153.1440948,148.2851395,136.1745894,142.0944181,143.6064407,142.9315715,135.3666878,94.48429448,93.66912946,92.61309567,90.96367155,87.68217003,88.73585585,89.37311503,89.52614741,86.47005271,82.59089191,79.86398722,80.37172507
"LHS1","YKL073W","ORF","296430-299075","+","XI",NA,0,0,1,"0051082; 0051082; 0006986; 0006986; 0006986; 0006986; 0005524; 0005524; 0051082; 0051082; 0051082; 0051082; 0005788; 0000774; 0005788; 0005783; 0016787; 0031204; 0031204; 0005524; 0005783; 0016887; 0000166; 0005788","34,20,23,35,51",32.6,-0.0013406357687192,18.80473454,18.76405583,18.67901322,18.64323736,18.41942782,18.80674134,19.24034676,19.61362033,19.82837116,19.87794281,19.76171599,19.51061722,55.16353866,54.82929943,54.37625305,53.60711824,52.00405408,52.44310693,52.29706962,51.52558007,47.75888936,43.3570344,39.55743253,37.71698352
"ZRC1","YMR243C","ORF","754838-756166","-","XIII",NA,NA,NA,NA,"0000324; 0046686; 0006882; 0061088; 0016021; 0000329; 0031966; 0005739; 0006811; 0006829; 0071577; 0006812; 0008324; 0055085; 0006810; 0016021; 0016020; 0010043; 0016021; 0016020; 0005385","38,48,18,28,31",32.6,0.00532964652079736,190.4145106,189.4398448,187.7906032,185.423411,181.5414022,177.555668,173.1042702,167.3782017,166.4798958,167.361154,171.1701451,178.758509,61.60767491,61.98042779,62.30065675,62.65416835,62.96476272,62.09522995,62.41616587,62.17027304,60.64087213,60.1006771,59.02106236,56.9603489
"TRP4","YDR354W","ORF","1184747-1185889","+","IV","tryptophan biosynthesis",NA,NA,NA,"0016757; 0009073; 0004048; 0004048; 0000162; 0000162; 0005634; 0005737; 0008652; 0016757; 0016740; 0000162; 0000162; 0004048; 0008152","32,34,24,36,36",32.4,0.00559007760640342,89.30300186,87.06177267,84.02487226,80.57992201,74.45908173,71.9663883,71.62537917,76.35483434,79.20393765,81.04833455,82.65007754,83.43165968,60.14931659,59.49841966,58.25825301,56.04196193,51.52756259,48.86158349,45.86544522,43.41015952,41.82331966,38.36161576,35.21500809,33.09566537
"TMA46","YOR091W","ORF","493433-494470","+","XV",NA,NA,NA,NA,"0003729; 0046872; 0005737; 0005737; 0005737; 0046872; 0042788; 0002181; 0005840","48,24,35,35,20",32.4,0.00642864707743323,90.43702861,90.47837374,89.57654512,88.20275885,83.74064097,83.0686805,82.30861573,80.35105151,82.33800189,81.41739285,78.5644035,72.4099887,55.13549197,54.75674873,54.44099177,54.09921378,53.80712917,55.45531769,55.09973264,53.60086521,49.62679849,47.91842197,47.94069776,51.28068186
"RPL19B","YBL027W","ORF","168423-169376","+","II",NA,0,1,0,"0006412; 0030529; 0005737; 0005840; 0030687; 0005840; 0005622; 0003735; 0006412; 0044822; 0022625; 0002181; 0003735; 0003735; 0022625; 0005737","11,4,13,5,14,6,15,8,15,8,16,9,16,10,17,11,17,11,18,13,18,14,18,14,19,16,21,16,21,16,21,16,22,17,23,17,23,17,24,17,24,19,24,19,24,19,25,19,26,20,26,20,27,20,27,20,28,20,28,20,28,21,29,21,29,21,29,22,30,22,30,22,30,23,31,24,31,24,32,24,33,24,33,24,34,25,35,25,35,25,36,26,38,26,38,26,40,26,41,26,45,27,46,27,49,27,50,27,50,27,52,28,54,28,56,28,58,28,60,29,29,29,29,29,29,29,30,30,30,31,32,32,32,32,32,33,33,33,33,34,34,34,35,35,35,35,36,36,37,37,37,37,37,37,37,38,38,38,38,38,38,38,38,38,39,39,39,39,40,40,40,40,40,40,40,41,41,41,42,42,42,43,43,43,43,44,44,44,45,45,45,46,46,46,47,47,47,47,47,48,48,48,48,48,48,49,50,50,51,52,53,54,54,57,57,58,59,59,60,73",32.3636363636364,0.00921620938481495,2671.203981,2674.839054,2674.381184,2675.730988,2659.045395,2689.389626,2713.038548,2695.12602,2701.592522,2703.655982,2701.742666,2700.188221,4002.367675,4084.917255,4171.776942,4288.148201,4464.747438,4364.565869,4288.057474,4154.755209,4039.501889,4000.879474,3966.006043,3912.399065
"TOM1","YDR457W","ORF","1369790-1379596","+","IV",NA,0,1,0,"0016567; 0005730; 0051028; 0006364; 0007049; 0042787; 0006810; 0016740; 0061630; 0005737; 0004842; 0000448; 0000447; 0000480; 0000472; 0005634; 0004842; 0016567; 0006355; 0006351; 0008361; 0016021; 0005730; 0005634; 0007067; 0006997; 0006913","1,6,4,9,6,9,7,10,8,10,10,11,10,11,12,12,13,12,13,13,14,13,16,13,16,13,16,13,17,14,17,14,17,15,17,15,17,15,18,16,18,16,18,16,18,16,19,16,19,16,19,17,19,17,19,18,19,18,20,18,20,18,20,18,20,21,21,21,21,21,21,21,22,21,22,21,22,21,22,21,23,22,23,22,23,22,23,22,23,22,23,22,23,22,23,22,24,23,24,23,25,23,25,24,25,24,25,24,25,24,25,24,25,24,26,25,26,25,26,25,26,26,26,26,26,26,27,26,27,26,27,26,27,26,27,26,28,27,28,27,28,27,28,27,28,28,29,28,29,28,29,28,29,28,29,28,29,28,29,29,30,29,30,29,30,29,30,29,30,29,30,30,30,30,30,31,30,31,30,31,30,32,31,32,31,32,31,32,31,32,31,32,31,32,31,32,31,33,31,33,31,33,31,33,32,33,32,34,32,34,32,35,32,35,32,35,33,35,33,35,34,35,34,36,35,36,35,36,35,37,35,37,35,37,35,37,35,37,35,38,35,38,35,38,36,38,36,39,36,39,36,40,36,40,37,40,37,41,37,41,37,41,37,41,38,42,38,42,38,42,38,43,39,43,39,43,39,43,39,43,39,43,39,43,40,43,40,44,40,44,40,46,40,46,41,46,41,46,42,47,42,47,42,47,42,47,42,47,42,47,42,48,42,48,43,48,43,48,43,48,43,50,43,50,43,50,43,50,43,50,44,50,44,51,44,51,44,52,44,52,44,52,45,52,45,52,45,52,45,53,45,54,45,55,46,55,46,57,47,57,47,47,47,47,48,48,48,48,49,50,50,50,51,51,51,52,52,52,53,53,53,54,61,63,63",32.3220779220779,0.00374234540498709,8.851484535,8.695539499,8.521656406,8.356242652,8.09700295,8.108040299,8.166347692,8.246221023,8.072340927,7.938061086,7.763555814,7.559467193,26.37021931,24.97391827,23.71161419,22.3328656,20.9477012,22.53267004,24.80957504,27.53613318,27.94853083,29.0251936,30.42816197,32.44383165
"YRO2","YBR054W","ORF","343101-344135","+","II",NA,NA,NA,NA,"0016021; 0006811; 0005216; 0005886; 0016020; 0016020; 0005739; 0016020; 0016021; 0005739; 0003674; 0005933; 0005783; 0008150","11,4,11,18,27,10,14,12,14,18,35,15,15,16,15,20,39,16,16,16,17,22,43,16,24,17,18,27,66,17,25,18,22,29,18,29,19,23,33,22,29,20,26,33,23,30,21,26,35,23,30,24,26,36,25,32,25,26,36,28,32,26,27,39,28,35,28,27,41,29,35,28,30,41,29,37,31,30,41,31,40,32,30,43,32,40,33,31,44,33,45,33,33,45,34,45,34,33,46,47,47,34,34,52,48,35,34,35,34,36,35,39,35,39,38,40,38,40,38,40,38,41,40,41,40,42,42,42,42,42,43,43,44,43,45,43,46,45,48,49,49,50,49,53,50",32.2758620689655,-0.00273158772900723,328.6823063,329.9470376,332.433005,336.6270612,342.0273222,352.9894361,366.3266737,383.8572069,387.0130984,384.5081039,373.3888151,351.4313454,46.63115238,56.43589008,68.56874292,85.43697527,111.5107683,124.5147435,121.6016272,115.9948952,124.1733203,122.4616798,113.0735454,91.67899954
"PUF4","YGL014W","ORF","466141-468807","+","VII",NA,NA,NA,NA,"0001308; 0001308; 0003729; 0003729; 0003729; 0003723; 0017148; 0006355; 0006351; 0005737; 0008104; 0003729; 0000288","21,15,27,35,25,40,30,21,18,13,27,18,30,29,23,29,26,33,28,47,24,19,23,28,28,39,35,35,30,45,22,21,42,50,23,19,37,17,16,49,22,49,38,45,34,25,53,49,43,32,20,51,48,49,29,22,29,47,44,38,51,33,44,30,19,51,33,44,30,19",32.2571428571429,-0.00148416077727108,34.24566047,33.73972808,32.89493518,31.93103696,29.99061304,29.52932224,29.22438862,29.03825197,29.24472008,29.01666653,28.65809571,28.19492429,21.41134767,21.62656271,22.03738416,22.75229289,24.06146654,25.41522228,26.0498607,26.67096817,27.59482818,27.59415648,26.40156465,23.37686591
"TIP41","YPR040W","ORF","647305-648375","+","XVI",NA,NA,NA,NA,"0009968; 0005634; 0005737; 0005737; 0005737; 0007165; 0005634; 0005634; 0003674; 0007165; 0005737","8,17,10,14,35,12,16,37,14,25,52,18,27,54,23,31,23,32,25,34,26,35,28,35,28,37,29,40,29,40,31,41,32,42,34,42,34,47,37,49,38,50,43,51,46",32.2444444444444,-0.00657911576600438,24.1604526,25.57690091,27.56449563,30.18885773,34.40924399,38.05690507,41.48630257,44.36660293,47.26685566,47.29090772,44.04120829,35.76815648,12.4605808,12.4530103,12.38719941,12.32866503,12.51150333,11.01907934,11.55241106,12.54441943,14.6970196,14.95752385,12.6233141,5.879320135
"VPS60","YDR486C","ORF","1427431-1428120","-","IV",NA,NA,NA,NA,"0005737; 0003674; 0030447; 0000329; 0006810; 0005773; 0007034; 0010008; 0000329; 0005774; 0015031; 0005768; 0032511; 0016020","10,16,15,4,23,14,17,16,19,29,18,18,16,22,29,18,19,21,24,36,22,21,21,24,58,23,26,21,25,25,30,24,26,27,31,25,26,28,31,27,26,29,33,27,28,30,33,28,28,31,36,28,28,33,36,28,28,35,37,28,29,36,38,28,30,36,41,29,30,37,41,31,30,39,44,31,31,42,44,31,31,43,55,31,31,32,32,32,33,32,33,33,34,33,34,35,35,41,35,42,36,42,36,43,37,43,37,44,38,45,39,45,39,47,40,48,41,49,41,49,41,57,42,63,43",32.2,0.0106994536715144,58.31104743,59.38276878,61.14789895,62.9258817,67.54151163,66.45408089,63.17374042,55.82049031,50.01964548,50.26728154,56.09426027,70.95393936,14.85525637,13.62313806,12.40784987,10.96102631,9.385336941,9.93350661,10.89503049,13.02370448,16.54359107,17.06863646,14.88757035,8.30045978
"ORM1","YGR038W","ORF","560682-561350","+","VII",NA,NA,NA,NA,"0090155; 0090155; 0006986; 0006986; 0005783; 0005783; 0003674; 0035339; 0016020; 0005789; 0016021; 0016021; 0016021; 0005783; 0090156; 0090155; 0035339; 0006986; 0005789; 0005783; 0090156; 0090155","43,41,35,15,27",32.2,-0.00129004186214306,48.86843535,48.11321125,47.44978415,46.88903573,46.71231291,46.44543841,46.97037443,50.06147757,49.36770068,48.07119363,45.94453581,42.99660026,10.62861579,10.75619977,10.88368666,11.07229707,11.38805302,11.11034214,11.06786495,10.7794217,10.32821139,10.06489847,9.651716777,8.982045588
"URA5","YML106W","ORF","56773-57453","+","XIII","de novo biosynthesis of pyrimidine ribonucleotides; de novo biosynthesis of pyrimidine ribonucleotides",NA,NA,NA,"0016740; 0005737; 0044205; 0004588; 0016757; 0006221; 0006221; 0009116; 0046132; 0046132; 0004588; 0005634; 0004588; 0006207; 0005737; 0004588","28,19,38,39,37",32.2,-0.00843970604306127,329.6177142,328.0464259,325.8183219,323.4841519,318.8817155,318.8434118,319.4436599,319.5488284,321.5454259,322.171841,321.8646478,319.7631812,191.2538164,195.0422448,200.2656995,207.7797238,218.5990723,232.4199105,238.779378,239.2941953,224.7678199,211.2622126,204.2833623,212.9876066
"ERV25","YML012W","ORF","246116-246751","+","XIII",NA,NA,NA,NA,"0030134; 0006888; 0003674; 0005794; 0000139; 0005789; 0016020; 0015031; 0016192; 0016021; 0000324; 0006810; 0005783; 0016021; 0006810","9,12,10,10,9,14,22,22,17,23,33,33,20,23,44,44,21,24,47,47,23,28,24,29,24,29,24,31,25,34,32,35,33,36,35,41,38,42,38,42,42,43,46,43,53,47,54,48,55,49",32.14,0.000463315172873962,290.0093815,289.1663438,288.8395416,288.4581409,289.7630199,287.4826082,285.1127001,285.1259191,276.0146804,275.0293494,280.8140346,299.0729625,244.2093587,231.9717018,218.7739219,200.9705615,176.9443225,180.9044978,182.5272488,193.9314138,212.3948079,226.4935534,250.0842252,288.6296176
"CAF40","YNL288W","ORF","90303-91424","+","XIV",NA,NA,NA,NA,"0000932; 0005737; 0030014; 0006402; 0006355; 0032968; 0003674; 0006357; 0030015; 0006351; 0005634; 0005634; 0000288; 0005737; 0017148","6,4,11,16,13,19,18,19,19,20,20,21,22,21,23,22,23,22,24,23,26,24,26,24,26,24,29,25,29,27,32,31,33,31,33,32,34,32,37,39,40,41,41,42,42,42,43,43,43,44,44,44,44,46,47,47,48,49,50,50,50,51,52,53",32.125,0.00439765904531711,44.55986221,42.90496579,40.76599051,38.49502099,34.63187071,33.5725294,34.27092498,39.24947491,41.49587942,40.50448037,36.63517308,28.19442111,3.767732277,3.478488975,3.216873257,2.953871261,2.761798664,3.182348376,3.158572221,2.93260413,2.137187998,1.440036193,0.926089383,0.899324151
"GRH1","YDR517W","ORF","1477239-1478357","+","IV",NA,NA,NA,NA,"0005737; 0000139; 0003674; 0007030; 0005801; 0030127; 0006888; 0006888; 0005737; 0005737; 0005801; 0009306; 0006810; 0005794; 0005794; 0016192; 0016020; 0005829; 0005737","51,43,34,25,22,37,36,12,34,50,35,28,13,25,32,33,41,40,23,16,41,36,41,17,37",32.08,0.000521605939697267,56.39208956,55.15261302,54.10077751,53.12965372,52.48715579,51.43181364,52.42378598,61.09316024,57.72476106,55.92181471,54.78307799,56.44346655,7.369384695,7.240108724,7.264382998,7.431932697,7.906541505,9.576494804,9.944099173,9.93221927,9.108955014,9.866116806,11.20516878,13.44106633
"BUD20","YLR074C","ORF","281956-282456","-","XII",NA,NA,NA,NA,"0000282; 0005634; 0030687; 0003676; 0005634; 0046872; 0000055; 0030687; 0005634; 0005737; 0000055; 0000055; 0030687; 0005737; 0000055; 0043023; 0008270; 0046872; 0005783; 0005783; 0005634","51,23,38,49,58,16,35,23,24,30,44,22,11,25,28,43,45,48,11,25,36,39,30,26,22",32.08,0.00356187883392306,305.3412542,305.6117569,302.3947745,297.3111553,279.8937536,276.5530358,280.5418347,303.0941877,328.7440482,319.9716943,281.6509535,193.6942541,10.99040925,11.05815804,10.99730568,10.62746633,9.258663333,9.855864536,10.71251802,11.52589206,10.91097389,9.726238495,8.495686491,7.724262079
"LYS2","YBR115C","ORF","469748-473926","-","II","lysine biosynthesis",NA,NA,NA,"0005737; 0005737; 0031177; 0019878; 0008652; 0019878; 0004043; 0019878; 0004043; 0009085; 0016491; 0055114; 0009085; 0004043; 0019878; 0004043; 0008152; 0003824; 0004043","35,29,34,36,26",32,-0.00362893278692628,101.6215808,101.3919864,101.0041796,100.5110135,99.37666051,99.00713037,98.74728944,98.58790041,98.45092685,98.71815548,99.39297774,100.6615321,772.6590556,770.1601235,774.7259183,789.4931395,828.9481976,864.4973167,892.7250389,913.6851633,908.6174237,928.6854999,948.3039892,963.4865636
"UFD4","YKL010C","ORF","421424-425875","-","XI",NA,NA,NA,NA,"0016740; 0010994; 0005739; 0005737; 0005739; 0051974; 0000209; 0006513; 0004842; 0061630; 0005737; 0004842; 0005634","22,39,43,39,17",32,-0.000464846532961823,14.07239692,14.21981,14.54979022,15.02225707,16.12325105,16.65500439,17.06069112,17.23508174,17.19827288,16.7851436,15.83210804,14.08004863,20.36436645,20.69524437,21.24981091,22.23806172,24.15106005,24.8976988,24.71851296,24.28284843,24.60851053,24.98467056,23.84888557,19.90429521
"YCK2","YNL154C","ORF","343636-345276","-","XIV",NA,NA,NA,NA,"0016740; 0005524; 0016020; 0016310; 0004674; 0005886; 0006468; 0004672; 0005886; 0005524; 0006468; 0016301; 0006468; 0004672; 0005886; 0004674; 0071944; 0005737; 0008360; 0018105; 0016055; 0000166; 0005886; 0005886; 0005886; 0009749; 0006468; 0005935; 0000902; 0006897; 0006468; 0000902; 0005937","19,37,39,25,40",32,-0.00632621634722211,104.860734,103.4013676,101.5312173,99.52142953,96.10144907,95.3279349,95.14641791,95.85520144,93.88916129,90.96771326,86.81205097,81.257113,85.83598141,87.04108741,88.54137453,90.45228963,92.65637541,96.20557307,98.15680471,98.62388485,94.85587876,90.861845,85.49061342,79.0111791
"RIM1","YCR028C-A","ORF","172950-173440","-","III",NA,0,1,0,"0005739; 0003697; 0000002; 0005739; 0006264; 0003697; 0006260; 0005739; 0005739; 0042645; 0005739; 0005739; 0003677; 0006260; 0090297","23,10,16,19,10,4,14,25,16,19,20,12,10,15,30,18,21,21,14,11,15,30,19,23,23,15,11,17,33,20,26,23,18,12,18,23,27,23,18,13,19,23,27,24,23,20,24,25,28,29,23,23,25,26,28,30,29,26,27,26,28,30,29,27,28,31,31,34,31,29,28,31,32,36,32,30,30,32,33,36,33,30,31,33,34,38,33,32,32,33,34,39,35,32,33,37,35,42,40,34,33,38,36,45,40,34,33,39,37,46,44,35,33,45,38,51,45,36,34,50,39,58,50,36,34,36,35,36,35,37,35,38,36,38,36,43,37,45,38,45,38,46,40,47,40,47,40,47,41,49,42,50,42,50,43,50,43,50,44,51,44,55,45,56,49",31.9757575757576,0.010455388126712,308.6151392,309.2520063,310.2029421,310.4317903,312.6512091,307.5622961,299.6300856,286.2072168,276.6847268,279.4371025,294.6698179,329.3653455,179.9814196,168.9986903,160.7267678,154.219711,154.3158362,175.5762438,191.0117098,201.5689093,178.7090261,147.6027426,109.3718656,66.8866908
