Orf,Name,Annotation,GOSlim cellular component,130min,170min,Overnight
YER143W,DDI1,"DNA damage-inducible v-SNARE binding protein; role in suppression of protein secretion; may play a role in S-phase checkpoint control; has ubiquitin-associated (UBA), ubiquitin-like (UBL), and retroviral-like proteinase (RVP) domains","membrane,plasma membrane",-0.044845372,0.160121631,-0.936984997
YKL078W,DHR2,Predominantly nucleolar DEAH-box ATP-dependent RNA helicase; required for 18S rRNA synthesis,"nucleolus,nucleus",0.599516736,0.231702769,-0.727547075
YML082W,YML082W,Putative protein predicted to have carbon-sulfur lyase activity; transcriptionally regulated by Upc2p via an upstream sterol response element; green fluorescent protein (GFP)-fusion protein localizes to the nucleus and the cytoplasm; not an essential gene,"cytoplasm,nucleus",0.025575006,-0.13157678,-0.37219243
YHL004W,MRP4,Mitochondrial ribosomal protein of the small subunit,"cytoplasm,mitochondrion,ribosome",-0.145166106,0.876351183,0.208087707
YJR138W,IML1,"GTPase-activating protein (GAP), subunit of SEA and Iml1p complexes; SEA (Seh1-associated) complex is a coatomer-related complex that associates dynamically with the vacuole; Iml1p complex (Iml1p-Npr2p-Npr3p) is required for non-nitrogen-starvation (NNS)-","cytoplasm,membrane,vacuole",-0.527073078,-0.331766666,0.454694034
YER167W,BCK2,Serine/threonine-rich protein involved in PKC1 signaling pathway; protein kinase C (PKC1) signaling pathway controls cell integrity; overproduction suppresses pkc1 mutations,"cytoplasm,nucleus",-0.937019931,-0.560772328,1.789257847
YBR291C,CTP1,Mitochondrial inner membrane citrate transporter; member of the mitochondrial carrier family,"cytoplasm,membrane,mitochondrial envelope,mitochondrion",0.437492751,0.657496542,0.560288936
YNL122C,YNL122C,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to mitochondria; YNL122C is not an essential gene,"cytoplasm,mitochondrion",-0.380884378,-0.251091791,1.051541842
YMR218C,TRS130,"Component of transport protein particle (TRAPP) complex II; TRAPPII is a multimeric guanine nucleotide-exchange factor for the GTPase Ypt1p, regulating intra-Golgi and endosome-Golgi traffic","Golgi apparatus,cytoplasm,endomembrane system",0.42773634,0.52997293,2.322316409
YNL042W,BOP3,Protein of unknown function; potential Cdc28p substrate; overproduction confers resistance to methylmercury,"cytoplasm,nucleus",-0.261397444,0.180562795,-0.339313884
YOR002W,ALG6,"Alpha 1,3 glucosyltransferase; involved in transfer of oligosaccharides from dolichyl pyrophosphate to asparagine residues of proteins during N-linked protein glycosylation; mutations in human ortholog are associated with disease","cytoplasm,endomembrane system,endoplasmic reticulum,membrane",-0.467112932,0.341709428,0.0805803
YHL019C,APM2,Protein of unknown function; homologous to the medium chain of mammalian clathrin-associated protein complex; involved in vesicular transport,"Golgi apparatus,cytoplasm,cytoplasmic membrane-bounded vesicle,endomembrane system,membrane",-0.439798198,0.045950501,0.893707629
YMR313C,TGL3,"Bifunctional triacylglycerol lipase and LPE acyltransferase; major lipid particle-localized triacylglycerol (TAG) lipase; catalyzes acylation of lysophosphatidylethanolamine (LPE), a function which is essential for sporulation; protein level and stability",other,-1.194074572,-1.802395792,-1.457122149
YBR129C,OPY1,"Protein of unknown function; overproduction blocks cell cycle arrest in the presence of mating pheromone; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies","cytoplasm,mitochondrion",0.167148867,0.608631064,1.903067621
YOL030W,GAS5,"1,3-beta-glucanosyltransferase; has similarity to Gas1p; localizes to the cell wall","cell wall,membrane",-0.648898031,-0.473877935,0.054490602
YGR021W,YGR021W,"Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies","cytoplasm,mitochondrion",0.036772051,0.138078924,0.409846366
YPL111W,CAR1,"Arginase, catabolizes arginine to ornithine and urea; expression responds to both induction by arginine and nitrogen catabolite repression; disruption decreases production of carcinogen ethyl carbamate during wine fermentation and also enhances freeze tol","cytoplasm,nucleus,site of polarized growth",1.752773259,1.297137963,0.680984528
YBR041W,FAT1,Very long chain fatty acyl-CoA synthetase and fatty acid transporter; activates imported fatty acids with a preference for very long lengths (C20-C26); has a separate function in the transport of long chain fatty acids,"cytoplasm,endomembrane system,endoplasmic reticulum,membrane,peroxisome,plasma membrane",-0.207669625,-0.031916034,0.430356917
YGL120C,PRP43,"RNA helicase in the DEAH-box family; functions in both RNA polymerase I and polymerase II transcript metabolism; catalyzes removal of U2, U5, and U6 snRNPs from the postsplicing lariat-intron ribonucleoprotein complex; required for efficient biogenesis of","cytoplasm,mitochondrion,nucleus",0.800641816,0.735451792,-1.473488682
YAL033W,POP5,"Subunit of both RNase MRP and nuclear RNase P; RNase MRP cleaves pre-rRNA, while nuclear RNase P cleaves tRNA precursors to generate mature 5' ends and facilitates turnover of nuclear RNAs","nucleolus,nucleus",1.306541277,1.072093828,0.149694258
YKR055W,RHO4,Non-essential small GTPase; member of the Rho/Rac subfamily of Ras-like proteins; likely to be involved in the establishment of cell polarity; has long N-terminal extension that plays an important role in Rho4p function and is shared with Rho4 homologs in,"cellular bud,membrane,plasma membrane,site of polarized growth",-0.677428704,-0.052309571,0.144461175
YML027W,YOX1,Homeobox transcriptional repressor; binds to Mcm1p and to early cell cycle boxes (ECBs) in the promoters of cell cycle-regulated genes expressed in M/G1 phase; expression is cell cycle-regulated; potential Cdc28p substrate; relocalizes from nucleus to cyt,"chromosome,cytoplasm,nucleus",-1.031869427,0.109978524,-0.158694156
YOR273C,TPO4,"Polyamine transporter of the major facilitator superfamily; member of the 12-spanner drug:H(+) antiporter DHA1 family; recognizes spermine, putrescine, and spermidine; localizes to the plasma membrane","cytoplasm,membrane,plasma membrane,vacuole",,-1.910561074,0.378000164
YJR110W,YMR1,"Phosphatidylinositol 3-phosphate (PI3P) phosphatase; involved in various protein sorting pathways, including CVT targeting and endosome to vacuole transport; has similarity to the conserved myotubularin dual specificity phosphatase family",cytoplasm,0.380065937,0.088523503,1.889027762
YAL009W,SPO7,"Putative regulatory subunit of Nem1p-Spo7p phosphatase holoenzyme; regulates nuclear growth by controlling phospholipid biosynthesis, required for normal nuclear envelope morphology, premeiotic replication, and sporulation","endomembrane system,membrane",0.79674625,0.124609894,-0.383557003
YJL143W,TIM17,"Essential component of the TIM23 complex; with Tim23p, contributes to the architecture and function of the import channel; may link the import motor to the core Translocase of the Inner Mitochondrial membrane (TIM23 complex)","cytoplasm,membrane,mitochondrial envelope,mitochondrion",-0.717976497,-0.199238137,-0.126303363
YBR274W,CHK1,Serine/threonine kinase and DNA damage checkpoint effector; mediates cell cycle arrest via phosphorylation of Pds1p; phosphorylated by checkpoint signal transducer Mec1p; homolog of S. pombe and mammalian Chk1 checkpoint kinase,nucleus,1.677844431,0.926110146,-0.383441647
YDR314C,RAD34,Protein involved in nucleotide excision repair (NER); homologous to RAD4,nucleus,-0.425716422,0.310376504,1.330617023
YAL034W-A,MTW1,Essential component of the MIND kinetochore complex; joins kinetochore subunits contacting DNA to those contacting microtubules; critical to kinetochore assembly; complex consists of Mtw1p Including Nnf1p-Nsl1p-Dsn1p (MIND),"chromosome,cytoskeleton,nucleus",,-1.031714768,0.378701716
YJL179W,PFD1,Subunit of heterohexameric prefoldin; prefoldin binds cytosolic chaperonin and transfers target proteins to it; involved in the biogenesis of actin and of alpha- and gamma-tubulin; prefoldin complex also localizes to chromatin of actively transcribed gene,other,-0.029961185,0.328984704,0.225610753
YKR080W,MTD1,"NAD-dependent 5,10-methylenetetrahydrafolate dehydrogenase; plays a catalytic role in oxidation of cytoplasmic one-carbon units; expression is regulated by Bas1p and Bas2p, repressed by adenine, and may be induced by inositol and choline",cytoplasm,1.2947028,0.268897759,0.055423319
YBR111C,YSA1,Nudix hydrolase family member with ADP-ribose pyrophosphatase activity; shown to metabolize O-acetyl-ADP-ribose to AMP and acetylated ribose 5'-phosphate,"cytoplasm,mitochondrion,nucleus",0.38591917,0.411270736,-0.130430574
YKR029C,SET3,"Defining member of the SET3 histone deacetylase complex; which is a meiosis-specific repressor of sporulation genes; necessary for efficient transcription by RNAPII; one of two yeast proteins that contains both SET and PHD domains; SET3 has a paralog, SET","chromosome,nucleus",0.451783933,0.61657323,-0.221868896
YDL209C,CWC2,"Member of the NineTeen Complex (NTC); this complex contains Prp19p and stabilizes U6 snRNA in catalytic forms of the spliceosome containing U2, U5, and U6 snRNAs; binds directly to U6 snRNA; similar to S. pombe Cwf2",nucleus,-0.348614375,0.352813817,0.177141324
YDR298C,ATP5,"Subunit 5 of the stator stalk of mitochondrial F1F0 ATP synthase; F1F0 ATP synthase is a large, evolutionarily conserved enzyme complex required for ATP synthesis; homologous to bovine subunit OSCP (oligomycin sensitivity-conferring protein); phosphorylat","cytoplasm,membrane,mitochondrial envelope,mitochondrion",-0.643136354,-0.708270735,-0.619486479
YNR053C,NOG2,Putative GTPase; associates with pre-60S ribosomal subunits in the nucleolus and is required for their nuclear export and maturation,"nucleolus,nucleus",0.047071206,0.027948912,0.633311305
YOL097C,WRS1,Cytoplasmic tryptophanyl-tRNA synthetase; aminoacylates tryptophanyl-tRNA,cytoplasm,0.324770421,-0.402901074,-0.372609082
YGL076C,RPL7A,Ribosomal 60S subunit protein L7A; required for processing of 27SA3 pre-rRNA to 27SB pre-rRNA during assembly of large ribosomal subunit; depletion leads to a turnover of pre-rRNA; contains a conserved C-terminal Nucleic acid Binding Domain (NDB2); binds ,"cytoplasm,ribosome",-3.355925753,-1.254107467,
YNR004W,SWM2,"Protein with a role in snRNA and snoRNA cap trimethylation; interacts with Tgs1p and shows similar phenotypes; required for trimethylation of the caps of spliceosomal snRNAs and the U3 snoRNA, and for efficient 3' end processing of U3 snoRNA; may act as a","nucleolus,nucleus",0.582547984,0.342621214,1.072380382
YNL156C,NSG2,"Protein involved in regulation of sterol biosynthesis; specifically stabilizes Hmg2p, one of two HMG-CoA isoenzymes that catalyze the rate-limiting step in sterol biosynthesis; homolog of mammalian INSIG proteins; NSG2 has a paralog, NSG1, that arose from","cytoplasm,endomembrane system,endoplasmic reticulum",0.710448586,0.933762166,0.158843532
YPL221W,FLC1,"Putative FAD transporter; required for uptake of FAD into endoplasmic reticulum; involved in cell wall maintenance; FLC1 has a paralog, FLC3, that arose from the whole genome duplication","cellular bud,cytoplasm,endomembrane system,endoplasmic reticulum,membrane,site of polarized growth,vacuole",,2.677967601,0.92918132
YPL144W,POC4,Component of a heterodimeric Poc4p-Irc25p chaperone; involved in assembly of alpha subunits into the 20S proteasome; may regulate formation of proteasome isoforms with alternative subunits under different conditions,cytoplasm,-0.259953255,-0.76423551,0.240333146
YER077C,YER077C,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the mitochondrion; null mutation results in a decrease in plasma membrane electron transport,"cytoplasm,mitochondrion",-0.727886845,-0.28269278,1.697100612
YMR148W,OSW5,Protein of unknown function with possible role in spore wall assembly; predicted to contain an N-terminal transmembrane domain; osw5 null mutant spores exhibit increased spore wall permeability and sensitivity to beta-glucanase digestion,membrane,-3.051412207,-2.846821974,-0.866452763
YIL055C,YIL055C,Putative protein of unknown function,"cytoplasm,mitochondrion",-0.282192643,0.366267401,-0.460777369
YHR146W,CRP1,"Protein that binds to cruciform DNA structures; CRP1 has a paralog, MDG1, that arose from the whole genome duplication",nucleus,-2.496026704,-3.228720013,-1.096647636
YPR081C,GRS2,"Glycine-tRNA synthetase, not expressed under normal growth conditions; expression is induced under heat, oxidative, pH, or ethanol stress conditions; more stable than the major glycine-tRNA synthetase Grs1p at 37 deg C; GRS2 has a paralog, GRS1, that aros",cytoplasm,-0.001921879,-0.37971229,-0.206532373
YGR174C,CBP4,Mitochondrial protein required for assembly of cytochrome bc1 complex; interacts with the Cbp3p-Cbp6p complex and newly synthesized cytochrome b (Cobp) to promote assembly of Cobp into the cytochrome bc1 complex,"cytoplasm,membrane,mitochondrial envelope,mitochondrion",0.121296388,-0.12725454,0.293862606
