"Feature","Feature.Systematic.Name","Feature.Type","Coordinates","Strand","ChrN"
"YBR134W","YBR134W","ORF","504243-504644","+","II"
"CKS1","YBR135W","ORF","504854-505306","+","II"
"MEC1","YBR136W","ORF","505668-512774","+","II"
"YBR137W","YBR137W","ORF","513044-513583","+","II"
"YBR138C","YBR138C","ORF","513762-515336","-","II"
"YBR139W","YBR139W","ORF","515664-517190","+","II"
"ARS217","ARS217","ARS","517185-517386","0","II"
"IRA1","YBR140C","ORF","517350-526628","-","II"
"BMT2","YBR141C","ORF","527025-528038","-","II"
"YBR141W-A","YBR141W-A","ORF","527167-527262","+","II"
"MAK5","YBR142W","ORF","528317-530638","+","II"
"SUP45","YBR143C","ORF","530869-532182","-","II"
"YBR144C","YBR144C","ORF","533235-533549","-","II"
"ADH5","YBR145W","ORF","533762-534817","+","II"
"MRPS9","YBR146W","ORF","535260-536096","+","II"
"RTC2","YBR147W","ORF","536575-537465","+","II"
"YSW1","YBR148W","ORF","537876-539705","+","II"
"ARA1","YBR149W","ORF","539987-541021","+","II"
"TBS1","YBR150C","ORF","541209-544493","-","II"
"APD1","YBR151W","ORF","545028-545978","+","II"
"SPP381","YBR152W","ORF","546376-547251","+","II"
"RIB7","YBR153W","ORF","547460-548194","+","II"
"RPB5","YBR154C","ORF","548362-549009","-","II"
"ETC8","ETC8","matrix_attachment_site","549229-549251","+","II"
"CNS1","YBR155W","ORF","549771-550928","+","II"
"SLI15","YBR156C","ORF","551104-553200","-","II"
"ICS2","YBR157C","ORF","553543-554310","-","II"
"AMN1","YBR158W","ORF","556549-558198","+","II"
"IFA38","YBR159W","ORF","558685-559728","+","II"
"CDC28","YBR160W","ORF","560078-560974","+","II"
"CSH1","YBR161W","ORF","561634-562764","+","II"
"TOS1","YBR162C","ORF","563203-564570","-","II"
"YSY6","YBR162W-A","ORF","565231-565428","+","II"
"EXO5","YBR163W","ORF","565723-567480","+","II"
"ARL1","YBR164C","ORF","567875-568426","-","II"
"UBS1","YBR165W","ORF","568852-569685","+","II"
"TYR1","YBR166C","ORF","569842-571200","-","II"
"POP7","YBR167C","ORF","571468-571890","-","II"
"PEX32","YBR168W","ORF","572371-573612","+","II"
"SSE2","YBR169C","ORF","573915-575996","-","II"
"NPL4","YBR170C","ORF","576344-578086","-","II"
"SEC66","YBR171W","ORF","578364-578984","+","II"
"SMY2","YBR172C","ORF","579150-581372","-","II"
"UMP1","YBR173C","ORF","581726-582172","-","II"
"YBR174C","YBR174C","ORF","582338-582652","-","II"
"SWD3","YBR175W","ORF","582408-583355","+","II"
"ECM31","YBR176W","ORF","583720-584658","+","II"
"EHT1","YBR177C","ORF","584807-586162","-","II"
"YBR178W","YBR178W","ORF","586071-586445","+","II"
"FZO1","YBR179C","ORF","586547-589114","-","II"
"DTR1","YBR180W","ORF","589741-591459","+","II"
"RPS6B","YBR181C","ORF","591712-592774","-","II"
"SMP1","YBR182C","ORF","593506-594864","-","II"
"YBR182C-A","YBR182C-A","ORF","595361-595555","-","II"
"YPC1","YBR183W","ORF","596115-597065","+","II"
"YBR184W","YBR184W","ORF","597363-598934","+","II"
"MBA1","YBR185C","ORF","599123-599959","-","II"
"PCH2","YBR186W","ORF","600553-602360","+","II"
"GDT1","YBR187W","ORF","602634-603476","+","II"
"NTC20","YBR188C","ORF","603685-604107","-","II"
"RPS9B","YBR189W","ORF","604508-605508","+","II"
"YBR190W","YBR190W","ORF","605966-606277","+","II"
"RPL21A","YBR191W","ORF","606270-607140","+","II"
"YBR191W-A","YBR191W-A","ORF","607149-607223","+","II"
"RIM2","YBR192W","ORF","607652-608785","+","II"
"MED8","YBR193C","ORF","609082-609753","-","II"
"AIM4","YBR194W","ORF","610038-610409","+","II"
"MSI1","YBR195C","ORF","610614-611882","-","II"
"PGI1","YBR196C","ORF","612236-613900","-","II"
"YBR196C-A","YBR196C-A","ORF","614024-614173","-","II"
"YBR196C-B","YBR196C-B","ORF","614526-614630","-","II"
"YBR197C","YBR197C","ORF","615203-615856","-","II"
"TAF5","YBR198C","ORF","616127-618523","-","II"
"KTR4","YBR199W","ORF","618909-620303","+","II"
"BEM1","YBR200W","ORF","620872-622527","+","II"
"ARS220","ARS220","ARS","622671-622939","0","II"
"YBR200W-A","YBR200W-A","ORF","622983-623147","+","II"
"DER1","YBR201W","ORF","623576-624211","+","II"
"YBR201C-A","YBR201C-A","ORF","624493-624696","-","II"
"MCM7","YBR202W","ORF","625772-628309","+","II"
"COS111","YBR203W","ORF","629168-631942","+","II"
"ARS221","ARS221","ARS","631939-632251","0","II"
"LDH1","YBR204C","ORF","632254-633381","-","II"
"KTR3","YBR205W","ORF","633622-634836","+","II"
"YBR206W","YBR206W","ORF","634601-634924","+","II"
"FTH1","YBR207W","ORF","635146-636543","+","II"
"DUR1,2","YBR208C","ORF","636703-642210","-","II"
"YBR209W","YBR209W","ORF","642583-642900","+","II"
"tC(GCA)B","tC(GCA)B","tRNA_gene","643007-643078","-","II"
"YBRCtau2","YBRCtau2","long_terminal_repeat","643488-643858","-","II"
"YBRWdelta18","YBRWdelta18","long_terminal_repeat","643859-644002","+","II"
"YBRCdelta19","YBRCdelta19","long_terminal_repeat","644362-644603","-","II"
"tE(UUC)B","tE(UUC)B","tRNA_gene","645167-645238","+","II"
"ERV15","YBR210W","ORF","645550-645978","+","II"
"AME1","YBR211C","ORF","646158-647132","-","II"
"NGR1","YBR212W","ORF","647886-649904","+","II"
"MET8","YBR213W","ORF","650368-651192","+","II"
"SDS24","YBR214W","ORF","651415-652998","+","II"
"HPC2","YBR215W","ORF","653356-655317","+","II"
"YBP1","YBR216C","ORF","655576-657600","-","II"
"ATG12","YBR217W","ORF","657832-658392","+","II"
"PYC2","YBR218C","ORF","658707-662249","-","II"
"YBR219C","YBR219C","ORF","662499-663303","-","II"
"YBR220C","YBR220C","ORF","662995-664677","-","II"
"PDB1","YBR221C","ORF","665153-666253","-","II"
"YBR221W-A","YBR221W-A","ORF","666538-666642","+","II"
"PCS60","YBR222C","ORF","666720-668351","-","II"
"TDP1","YBR223C","ORF","668663-670297","-","II"
"YBR223W-A","YBR223W-A","ORF","668721-668840","+","II"
"YBR224W","YBR224W","ORF","670125-670640","+","II"
"YBR225W","YBR225W","ORF","670627-673329","+","II"
"YBR226C","YBR226C","ORF","673155-673565","-","II"
"MCX1","YBR227C","ORF","673572-675134","-","II"
"SLX1","YBR228W","ORF","675313-676227","+","II"
"ROT2","YBR229C","ORF","676357-679221","-","II"
"OM14","YBR230C","ORF","679549-680050","-","II"
"YBR230W-A","YBR230W-A","ORF","680362-680562","+","II"
"LSR1","LSR1","snRNA_gene","680688-681862","-","II"
"SWC5","YBR231C","ORF","682179-683090","-","II"
"YBR232C","YBR232C","ORF","683373-683732","-","II"
"PBP2","YBR233W","ORF","683428-684669","+","II"
"DAD3","YBR233W-A","ORF","684977-685261","+","II"
"ARC40","YBR234C","ORF","685438-686592","-","II"
"VHC1","YBR235W","ORF","686901-690263","+","II"
"ABD1","YBR236C","ORF","690383-691693","-","II"
"PRP5","YBR237W","ORF","691969-694518","+","II"
"YBR238C","YBR238C","ORF","695107-697302","-","II"
"ERT1","YBR239C","ORF","698354-699943","-","II"
"THI2","YBR240C","ORF","700490-701842","-","II"
"YBR241C","YBR241C","ORF","702589-704055","-","II"
"ARS222","ARS222","ARS","704296-704566","0","II"
"YBR242W","YBR242W","ORF","704670-705386","+","II"
"ALG7","YBR243C","ORF","705447-706793","-","II"
"GPX2","YBR244W","ORF","707528-708016","+","II"
"ISW1","YBR245C","ORF","708150-711539","-","II"
"RRT2","YBR246W","ORF","711591-712754","+","II"
"ENP1","YBR247C","ORF","713004-714455","-","II"
"HIS7","YBR248C","ORF","714807-716465","-","II"
"ARO4","YBR249C","ORF","716882-717994","-","II"
"SPO23","YBR250W","ORF","719033-720604","+","II"
"MRPS5","YBR251W","ORF","721390-722313","+","II"
"DUT1","YBR252W","ORF","722611-723054","+","II"
"SRB6","YBR253W","ORF","723270-723635","+","II"
"TRS20","YBR254C","ORF","723736-724263","-","II"
"MTC4","YBR255W","ORF","724456-726540","+","II"
"YBR255C-A","YBR255C-A","ORF","726618-727074","-","II"
"RIB5","YBR256C","ORF","727386-728102","-","II"
"POP4","YBR257W","ORF","728885-729724","+","II"
"SHG1","YBR258C","ORF","729734-730162","-","II"
"YBR259W","YBR259W","ORF","730387-732453","+","II"
"RGD1","YBR260C","ORF","732639-734639","-","II"
"TAE1","YBR261C","ORF","734832-735530","-","II"
"MIC12","YBR262C","ORF","735720-736040","-","II"
"SHM1","YBR263W","ORF","736264-737736","+","II"
"YPT10","YBR264C","ORF","737770-738369","-","II"
"TSC10","YBR265W","ORF","738582-739544","+","II"
"REI1","YBR267W","ORF","739841-741022","+","II"
"SLM6","YBR266C","ORF","739936-740388","-","II"
"MRPL37","YBR268W","ORF","741299-741616","+","II"
"ARS224","ARS224","ARS","741681-741797","0","II"
"SDH8","YBR269C","ORF","742160-742576","-","II"
"BIT2","YBR270C","ORF","742761-744398","-","II"
"EFM2","YBR271W","ORF","744852-746111","+","II"
"HSM3","YBR272C","ORF","746361-747803","-","II"
"UBX7","YBR273C","ORF","748061-749371","-","II"
"CHK1","YBR274W","ORF","749594-751177","+","II"
"RIF1","YBR275C","ORF","751356-757106","-","II"
"ARS225","ARS225","ARS","757437-757667","0","II"
"PPS1","YBR276C","ORF","757620-760043","-","II"
"YBR277C","YBR277C","ORF","760215-760616","-","II"
"DPB3","YBR278W","ORF","760294-760899","+","II"
"PAF1","YBR279W","ORF","761257-762594","+","II"
"SAF1","YBR280C","ORF","762784-764697","-","II"
"DUG2","YBR281C","ORF","764970-767606","-","II"
"MRPL27","YBR282W","ORF","768240-768680","+","II"
"SSH1","YBR283C","ORF","768943-770415","-","II"
"YBR284W","YBR284W","ORF","771239-773632","+","II"
"YBR285W","YBR285W","ORF","773922-774356","+","II"
"APE3","YBR286W","ORF","774700-776313","+","II"
"YBR287W","YBR287W","ORF","776571-777854","+","II"
"APM3","YBR288C","ORF","778012-779463","-","II"
"SNF5","YBR289W","ORF","779667-782384","+","II"
"BSD2","YBR290W","ORF","782591-783556","+","II"
"CTP1","YBR291C","ORF","783673-784572","-","II"
"YBR292C","YBR292C","ORF","784702-785073","-","II"
"VBA2","YBR293W","ORF","787006-788430","+","II"
"SUL1","YBR294W","ORF","789235-791814","+","II"
"ARS228","ARS228","ARS","792218-792310","0","II"
"PCA1","YBR295W","ORF","792849-796499","+","II"
"PHO89","YBR296C","ORF","796798-798522","-","II"
"YBR296C-A","YBR296C-A","ORF","800123-800242","-","II"
"MAL3","MAL3","gene_group","800523-807105","+","II"
"MAL33","YBR297W","ORF","800523-801929","+","II"
"MAL31","YBR298C","ORF","802631-804475","-","II"
"YBR298C-A","YBR298C-A","ORF","805035-805256","-","II"
"MAL32","YBR299W","ORF","805351-807105","+","II"
"YBR300C","YBR300C","ORF","808600-809097","-","II"
"PAU24","YBR301W","ORF","809057-809419","+","II"
"COS2","YBR302C","ORF","810340-811479","-","II"
"TEL02R","TEL02R","telomere","812379-813184","+","II"
"TEL03L","TEL03L","telomere","1-1098","-","III"
"ARS300","ARS300","ARS","989-1068","0","III"
"YCLWomega1","YCLWomega1","long_terminal_repeat","1179-1429","+","III"
"YCLWTy5-1","YCLWTy5-1","LTR_retrotransposon","1179-4322","+","III"
"YCL076W","YCL076W","ORF","1392-2135","+","III"
"YCL075W","YCL075W","pseudogene","2126-2566","+","III"
"YCL074W","YCL074W","pseudogene","2824-3750","+","III"
"YCLWomega2","YCLWomega2","long_terminal_repeat","4073-4322","+","III"
"GEX1","YCL073C","ORF","6479-8326","-","III"
"VBA3","YCL069W","ORF","9706-11082","+","III"
"ARS301","ARS301","ARS","11146-11401","0","III"
"HML","HML","silent_mating_type_cassette_array","11146-14849","+","III"
"YCL068C","YCL068C","ORF","11503-12285","-","III"
"HMLALPHA2","YCL067C","ORF","12386-13018","-","III"
"HMLALPHA1","YCL066W","ORF","13282-13809","+","III"
"YCL065W","YCL065W","ORF","13751-14119","+","III"
"ARS302","ARS302","ARS","14575-14849","0","III"
"ARS303","ARS303","ARS","14871-15213","0","III"
"ARS320","ARS320","ARS","15214-16274","0","III"
"CHA1","YCL064C","ORF","15798-16880","-","III"
"VAC17","YCL063W","ORF","17290-18561","+","III"
"MRC1","YCL061C","ORF","18816-22106","-","III"
"KRR1","YCL059C","ORF","22429-23379","-","III"
"FYV5","YCL058C","ORF","23523-23981","-","III"
"ADF1","YCL058W-A","ORF","23584-23925","+","III"
"MIC10","YCL057C-A","ORF","24032-24325","-","III"
"PRD1","YCL057W","ORF","24768-26906","+","III"
"PEX34","YCL056C","ORF","26925-27359","-","III"
"KAR4","YCL055W","ORF","27929-28936","+","III"
"ARS304","ARS304","ARS","30200-30657","0","III"
"RDT1","YCL054W-A","ORF","30910-30996","+","III"
"SPB1","YCL054W","ORF","31449-33974","+","III"
"PBN1","YCL052C","ORF","34143-35393","-","III"
"LRE1","YCL051W","ORF","35865-37616","+","III"
"APA1","YCL050C","ORF","37836-38801","-","III"
"ARS305","ARS305","ARS","39508-39595","0","III"
"YCL049C","YCL049C","ORF","39786-40724","-","III"
"YCL048W-A","YCL048W-A","ORF","41488-41727","+","III"
"SPS22","YCL048W","ORF","42165-43556","+","III"
"POF1","YCL047C","ORF","43661-44437","-","III"
"EMC1","YCL045C","ORF","44623-46905","-","III"
"YCL046W","YCL046W","ORF","46640-46963","+","III"
"MGR1","YCL044C","ORF","47111-48364","-","III"
"PDI1","YCL043C","ORF","48653-50221","-","III"
"YCL041C","YCL041C","ORF","50133-50627","-","III"
"YCL042W","YCL042W","ORF","50584-50943","+","III"
"GLK1","YCL040W","ORF","50838-52340","+","III"
"GID7","YCL039W","ORF","52645-54882","+","III"
"ATG22","YCL038C","ORF","54941-56527","-","III"
"SRO9","YCL037C","ORF","57374-58678","-","III"
"GFD2","YCL036W","ORF","59026-60726","+","III"
"GRX1","YCL035C","ORF","60841-61173","-","III"
"LSB5","YCL034W","ORF","61658-62722","+","III"
"MXR2","YCL033C","ORF","62776-63282","-","III"
"STE50","YCL032W","ORF","63441-64481","+","III"
"RRP7","YCL031C","ORF","64675-65568","-","III"
"HIS4","YCL030C","ORF","65934-68333","-","III"
"BIK1","YCL029C","ORF","68599-69921","-","III"
"RNQ1","YCL028W","ORF","70150-71367","+","III"
"FUS1","YCL027W","ORF","71803-73341","+","III"
"HBN1","YCL026C-B","ORF","73405-73986","-","III"
"ARS306","ARS306","ARS","74458-74677","0","III"
"FRM2","YCL026C-A","ORF","74704-75285","-","III"
"AGP1","YCL025C","ORF","76018-77919","-","III"
"YCL023C","YCL023C","ORF","78949-79296","-","III"
"KCC4","YCL024W","ORF","79162-82275","+","III"
"YCL022C","YCL022C","ORF","81570-82085","-","III"
"tE(UUC)C","tE(UUC)C","tRNA_gene","82462-82533","-","III"
"YCLWdelta15","YCLWdelta15","long_terminal_repeat","82700-83036","+","III"
"YCLCdelta1","YCLCdelta1","long_terminal_repeat","83055-83194","-","III"
"YCL021W-A","YCL021W-A","ORF","83620-83997","+","III"
"YCLWdelta2a","YCLWdelta2a","long_terminal_repeat","84069-84294","+","III"
"YCLWdelta3","YCLWdelta3","long_terminal_repeat","84295-84626","+","III"
"YCLWdelta2b","YCLWdelta2b","long_terminal_repeat","84630-84718","+","III"
"YCLWdelta4","YCLWdelta4","long_terminal_repeat","84811-85142","+","III"
"YCLWTy2-1","YCLWTy2-1","LTR_retrotransposon","84811-90769","+","III"
"YCL019W","YCL019W","transposable_element_gene","85102-90415","+","III"
"YCL020W","YCL020W","transposable_element_gene","85102-86418","+","III"
"YCLWdelta5","YCLWdelta5","long_terminal_repeat","90438-90769","+","III"
"SUP53","tL(CAA)C","tRNA_gene","90859-90972","+","III"
"LEU2","YCL018W","ORF","91324-92418","+","III"
"NFS1","YCL017C","ORF","92777-94270","-","III"
"DCC1","YCL016C","ORF","94621-95763","-","III"
"BUD3","YCL014W","ORF","96281-101191","+","III"
"YCL012C","YCL012C","ORF","101317-101788","-","III"
"GBP2","YCL011C","ORF","102075-103358","-","III"
"SGF29","YCL010C","ORF","103571-104350","-","III"
"ILV6","YCL009C","ORF","104619-105548","-","III"
"STP22","YCL008C","ORF","105696-106853","-","III"
"YCL007C","YCL007C","ORF","106974-107366","-","III"
"VMA9","YCL005W-A","ORF","107023-107417","+","III"
"SNR43","snR43","snoRNA_gene","107504-107712","-","III"
"LDB16","YCL005W","ORF","108021-108791","+","III"
"ARS307","ARS307","ARS","108727-109060","0","III"
"PGS1","YCL004W","ORF","109105-110670","+","III"
"YCL002C","YCL002C","ORF","110808-111675","-","III"
"RER1","YCL001W","ORF","111916-112482","+","III"
"YCL001W-A","YCL001W-A","ORF","113080-113541","+","III"
"YCL001W-B","YCL001W-B","ORF","113770-114024","+","III"
"ARS308","ARS308","ARS","114321-114939","0","III"
"CEN3","CEN3","centromere","114385-114501","+","III"
"YCR001W","YCR001W","ORF","115685-115999","+","III"
"CDC10","YCR002C","ORF","117380-118348","-","III"
"MRPL32","YCR003W","ORF","118620-119171","+","III"
"YCP4","YCR004C","ORF","119575-120318","-","III"
"CIT2","YCR005C","ORF","120946-122328","-","III"
"YCR006C","YCR006C","ORF","122530-123003","-","III"
"SUF2","tP(AGG)C","tRNA_gene","123577-123648","-","III"
"YCRCdelta6","YCRCdelta6","long_terminal_repeat","124134-124465","-","III"
"YCR007C","YCR007C","ORF","126011-126730","-","III"
"tN(GUU)C","tN(GUU)C","tRNA_gene","127716-127789","+","III"
"SAT4","YCR008W","ORF","128470-130281","+","III"
"RVS161","YCR009C","ORF","130745-131542","-","III"
"ARS309","ARS309","ARS","132043-132120","0","III"
"ADY2","YCR010C","ORF","132273-133124","-","III"
"ADP1","YCR011C","ORF","133724-136873","-","III"
"PGK1","YCR012W","ORF","137746-138996","+","III"
"YCR013C","YCR013C","ORF","138402-139049","-","III"
"POL4","YCR014C","ORF","139185-140933","-","III"
"CTO1","YCR015C","ORF","141217-142170","-","III"
"SNR33","snR33","snoRNA_gene","142364-142546","-","III"
"SUF16","tG(GCC)C","tRNA_gene","142701-142771","-","III"
"YCRCdelta7","YCRCdelta7","long_terminal_repeat","142758-143080","-","III"
"YCR016W","YCR016W","ORF","143634-144506","+","III"
"CWH43","YCR017C","ORF","144773-147634","-","III"
"SRD1","YCR018C","ORF","148238-148903","-","III"
"YCRWdelta8","YCRWdelta8","long_terminal_repeat","149482-149809","+","III"
"tM(CAU)C","tM(CAU)C","tRNA_gene","149920-149991","+","III"
"YCRWdelta9","YCRWdelta9","long_terminal_repeat","150220-150551","+","III"
"YCRCtau1","YCRCtau1","long_terminal_repeat","150695-151055","-","III"
"tK(CUU)C","tK(CUU)C","tRNA_gene","151284-151356","-","III"
"YCRWdelta10","YCRWdelta10","long_terminal_repeat","151521-151851","+","III"
"YCR018C-A","YCR018C-A","ORF","151608-151862","-","III"
"MAK32","YCR019W","ORF","152837-153928","+","III"
"PET18","YCR020C","ORF","154012-154659","-","III"
"MAK31","YCR020C-A","ORF","154830-155096","-","III"
"HTL1","YCR020W-B","ORF","155320-155556","+","III"
"HSP30","YCR021C","ORF","156109-157107","-","III"
"YCR022C","YCR022C","ORF","157421-157765","-","III"
"YCR023C","YCR023C","ORF","158538-160373","-","III"
"SLM5","YCR024C","ORF","160744-162222","-","III"
"YCR024C-B","YCR024C-B","ORF","162599-162865","-","III"
"PMP1","YCR024C-A","ORF","162945-163067","-","III"
"YCR025C","YCR025C","ORF","163446-163856","-","III"
"NPP1","YCR026C","ORF","164111-166339","-","III"
"ARS310","ARS310","ARS","166503-167348","0","III"
"RHB1","YCR027C","ORF","167370-167999","-","III"
"tQ(UUG)C","tQ(UUG)C","tRNA_gene","168301-168372","-","III"
"YCRWdelta11","YCRWdelta11","long_terminal_repeat","169573-169888","+","III"
"FEN2","YCR028C","ORF","170886-172424","-","III"
"RIM1","YCR028C-A","ORF","172950-173440","-","III"
"SYP1","YCR030C","ORF","173826-176438","-","III"
"SNR65","snR65","snoRNA_gene","177183-177282","+","III"
"RPS14A","YCR031C","ORF","177500-178220","-","III"
"SNR189","snR189","snoRNA_gene","178610-178798","-","III"
"BPH1","YCR032W","ORF","179520-186023","+","III"
"SNT1","YCR033W","ORF","186489-190169","+","III"
"ELO2","YCR034W","ORF","190592-191635","+","III"
"RRP43","YCR035C","ORF","191834-193018","-","III"
"RBK1","YCR036W","ORF","193297-194298","+","III"
"ARS313","ARS313","ARS","194308-194367","0","III"
"PHO87","YCR037C","ORF","194414-197185","-","III"
"ARS314","ARS314","ARS","197460-197598","0","III"
"BUD5","YCR038C","ORF","197621-199549","-","III"
"MATALPHA","MATALPHA","mating_type_region","198671-201177","+","III"
"YCR038W-A","YCR038W-A","ORF","199293-199418","+","III"
"MATALPHA2","YCR039C","ORF","199546-200178","-","III"
"MATALPHA1","YCR040W","ORF","200442-200969","+","III"
"YCR041W","YCR041W","ORF","200911-201243","+","III"
"TAF2","YCR042C","ORF","201174-205397","-","III"
"YCR043C","YCR043C","ORF","206261-206644","-","III"
"PER1","YCR044C","ORF","206877-207950","-","III"
"RRT12","YCR045C","ORF","208135-209610","-","III"
"YCR045W-A","YCR045W-A","ORF","208751-209101","+","III"
"IMG1","YCR046C","ORF","209914-210423","-","III"
"BUD23","YCR047C","ORF","210718-211545","-","III"
"YCR047W-A","YCR047W-A","ORF","211301-211507","+","III"
"YCR049C","YCR049C","ORF","211871-212317","-","III"
"ARE1","YCR048W","ORF","211929-213761","+","III"
"YCR050C","YCR050C","ORF","213464-213772","-","III"
"YCR051W","YCR051W","ORF","214071-214739","+","III"
"RSC6","YCR052W","ORF","214994-216445","+","III"
"THR4","YCR053W","ORF","216697-218241","+","III"
"CTR86","YCR054C","ORF","218376-220067","-","III"
"PWP2","YCR057C","ORF","220457-223228","-","III"
"YIH1","YCR059C","ORF","223454-224230","-","III"
"TAH1","YCR060W","ORF","224399-224734","+","III"
"ARS315","ARS315","ARS","224816-225061","0","III"
"YCR061W","YCR061W","ORF","225563-227458","+","III"
"SUP61","tS(CGA)C","tRNA_gene","227942-228042","+","III"
"YCR064C","YCR064C","ORF","228095-228505","-","III"
"BUD31","YCR063W","ORF","228318-228791","+","III"
"HCM1","YCR065W","ORF","229310-231004","+","III"
"RAD18","YCR066W","ORF","231500-232963","+","III"
"SED4","YCR067C","ORF","233125-236322","-","III"
"ATG15","YCR068W","ORF","237214-238776","+","III"
"CPR4","YCR069W","ORF","239055-240011","+","III"
"IMG2","YCR071C","ORF","240103-240543","-","III"
