Gene ID	Entrez Gene ID	Gene Symbol	Gene Name	Organism	Unigene ID	Ensembl ID	UniProt ID	Alias	Lifespan Effect	Phenotype Description	Longevity Influence	Max Lifespan Change	Avg Lifespan Change	Method	Bibliographic reference
554	851086	ROM2	GDP/GTP exchange protein (GEP) for Rho1p and Rho2p	Saccharomyces cerevisiae		YLR371W			increase	Deletion increased mean replicative lifespan by about 30%.	anti		30	Deletion	1570: Kaeberlein et al. (2005) "Regulation of yeast replicative life span by TOR and Sch9 in response to nutrients."  Science 310(5751):1193-1196 (16293764)
554	851086	ROM2	GDP/GTP exchange protein (GEP) for Rho1p and Rho2p	Saccharomyces cerevisiae		YLR371W			increase	Replicative lifespan increased by 50% in the alpha strain and 20% in a strain	anti		50	Deletion	2503: Managbanag et al. (2008) "Shortest-path network analysis is a useful approach toward identifying genetic determinants of longevity."  PLoS ONE 3(11):e3802 (19030232)
1037	856236	CLB2	CycLin B	Saccharomyces cerevisiae		YPR119W			decrease	Mean replicative lifespan decreased in the alpha and a strain 	fitness			Deletion	2500: Fabrizio et al. (2010) "Genome-wide screen in Saccharomyces cerevisiae identifies vacuolar protein sorting, autophagy, biosynthetic, and tRNA methylation genes involved in life span regulation."  PLoS Genet. 6(7):e1001024 (20657825)
1037	856236	CLB2	CycLin B	Saccharomyces cerevisiae		YPR119W			decrease	Mean chronological lifespan decreased in the a strain by less than 50% but more than 15%	fitness		50	Deletion	2502: Laschober et al. (2010) "Identification of evolutionarily conserved genetic regulators of cellular aging."  Aging Cell 9(6):1084-1097 (20883526)
1078	854681	KGD1	alpha-KetoGlutarate Dehydrogenase	Saccharomyces cerevisiae		YIL125W		OGD1	decrease	Mean replicative lifespan decreased in the alpha and a strain 	fitness			Deletion	2500: Fabrizio et al. (2010) "Genome-wide screen in Saccharomyces cerevisiae identifies vacuolar protein sorting, autophagy, biosynthetic, and tRNA methylation genes involved in life span regulation."  PLoS Genet. 6(7):e1001024 (20657825)
1078	854681	KGD1	alpha-KetoGlutarate Dehydrogenase	Saccharomyces cerevisiae		YIL125W		OGD1	decrease	Mean chronological lifespan decreased in the a strain by more than 50%	fitness		50	Deletion	2502: Laschober et al. (2010) "Identification of evolutionarily conserved genetic regulators of cellular aging."  Aging Cell 9(6):1084-1097 (20883526)
1286	850732	TRX1	ThioRedoXin	Saccharomyces cerevisiae		YLR043C		LMA1	decrease	Mean chronological lifespan decreased in the a strain 	fitness			Deletion	2501: Matecic et al. (2010) "A microarray-based genetic screen for yeast chronological aging factors."  PLoS Genet. 6(4):e1000921 (20421943)
1286	850732	TRX1	ThioRedoXin	Saccharomyces cerevisiae		YLR043C		LMA1	decrease	Mean chronological lifespan decreased in the a strain by less than 50% but more than 15%	fitness		50	Deletion	2502: Laschober et al. (2010) "Identification of evolutionarily conserved genetic regulators of cellular aging."  Aging Cell 9(6):1084-1097 (20883526)
1287	856704	UBC8	UBiquitin-Conjugating	Saccharomyces cerevisiae		YEL012W		GID3	decrease	Mean chronological lifespan decreased in the a strain 	fitness			Deletion	2501: Matecic et al. (2010) "A microarray-based genetic screen for yeast chronological aging factors."  PLoS Genet. 6(4):e1000921 (20421943)
1287	856704	UBC8	UBiquitin-Conjugating	Saccharomyces cerevisiae		YEL012W		GID3	decrease	Mean chronological lifespan decreased in the a strain by less than 50% but more than 15%	fitness		50	Deletion	2502: Laschober et al. (2010) "Identification of evolutionarily conserved genetic regulators of cellular aging."  Aging Cell 9(6):1084-1097 (20883526)
1299	852059	ADA2	transcriptional ADAptor	Saccharomyces cerevisiae		YDR448W		SWI8	decrease	Mean chronological lifespan strongly decreased in the a strain 	fitness			Deletion	2501: Matecic et al. (2010) "A microarray-based genetic screen for yeast chronological aging factors."  PLoS Genet. 6(4):e1000921 (20421943)
1299	852059	ADA2	transcriptional ADAptor	Saccharomyces cerevisiae		YDR448W		SWI8	decrease	Replicative lifespan decreased by 50% in the alpha strain 	fitness		50	Deletion	2503: Managbanag et al. (2008) "Shortest-path network analysis is a useful approach toward identifying genetic determinants of longevity."  PLoS ONE 3(11):e3802 (19030232)
1304	850577	ATG18	AuTophaGy related	Saccharomyces cerevisiae		YFR021W		AUT10 CVT18 NMR1 SVP1	decrease	Mean chronological lifespan strongly decreased in the a strain 	fitness			Deletion	2501: Matecic et al. (2010) "A microarray-based genetic screen for yeast chronological aging factors."  PLoS Genet. 6(4):e1000921 (20421943)
1304	850577	ATG18	AuTophaGy related	Saccharomyces cerevisiae		YFR021W		AUT10 CVT18 NMR1 SVP1	decrease	Mean chronological lifespan decreased in the a strain by more than 50%	fitness		50	Deletion	2502: Laschober et al. (2010) "Identification of evolutionarily conserved genetic regulators of cellular aging."  Aging Cell 9(6):1084-1097 (20883526)
1357	851690	ALT2	ALanine Transaminase	Saccharomyces cerevisiae		YDR111C			decrease	Mean chronological lifespan decreased in the a strain by less than 50% but more than 15%	fitness		50	Deletion	2502: Laschober et al. (2010) "Identification of evolutionarily conserved genetic regulators of cellular aging."  Aging Cell 9(6):1084-1097 (20883526)
1358	855869	APM1	clathrin Adaptor Protein complex Medium chain	Saccharomyces cerevisiae		YPL259C		YAP54	decrease	Mean chronological lifespan decreased in the a strain by less than 50% but more than 15%	fitness		50	Deletion	2502: Laschober et al. (2010) "Identification of evolutionarily conserved genetic regulators of cellular aging."  Aging Cell 9(6):1084-1097 (20883526)
1359	851335	ARF1	ADP-Ribosylation Factor	Saccharomyces cerevisiae		YDL192W			decrease	Mean chronological lifespan decreased in the a strain by less than 50% but more than 15%	fitness		50	Deletion	2502: Laschober et al. (2010) "Identification of evolutionarily conserved genetic regulators of cellular aging."  Aging Cell 9(6):1084-1097 (20883526)
1361	853002	CLB1	CycLin B	Saccharomyces cerevisiae		YGR108W		SCB1	decrease	Mean chronological lifespan decreased in the a strain by less than 50% but more than 15%	fitness		50	Deletion	2502: Laschober et al. (2010) "Identification of evolutionarily conserved genetic regulators of cellular aging."  Aging Cell 9(6):1084-1097 (20883526)
1361	853002	CLB1	CycLin B	Saccharomyces cerevisiae		YGR108W		SCB1	decrease	Replicative lifespan decreased by 15% in the alpha strain 	fitness		15	Deletion	2503: Managbanag et al. (2008) "Shortest-path network analysis is a useful approach toward identifying genetic determinants of longevity."  PLoS ONE 3(11):e3802 (19030232)
1362	855984	DBP1	Dead Box Protein	Saccharomyces cerevisiae		YPL119C		LPH8	decrease	Mean chronological lifespan decreased in the a strain by less than 50% but more than 15%	fitness		50	Deletion	2502: Laschober et al. (2010) "Identification of evolutionarily conserved genetic regulators of cellular aging."  Aging Cell 9(6):1084-1097 (20883526)
1363	855441	ERG24	ERGosterol biosynthesis	Saccharomyces cerevisiae		YNL280C			decrease	Mean chronological lifespan decreased in the a strain by less than 50% but more than 15%	fitness		50	Deletion	2502: Laschober et al. (2010) "Identification of evolutionarily conserved genetic regulators of cellular aging."  Aging Cell 9(6):1084-1097 (20883526)
1364	850962	GSY2	Glycogen SYnthase	Saccharomyces cerevisiae		YLR258W			decrease	Mean chronological lifespan decreased in the a strain by less than 50% but more than 15%	fitness		50	Deletion	2502: Laschober et al. (2010) "Identification of evolutionarily conserved genetic regulators of cellular aging."  Aging Cell 9(6):1084-1097 (20883526)
1365	850786	HRT3	High level expression Reduces Ty3 transposition	Saccharomyces cerevisiae		YLR097C			decrease	Mean chronological lifespan decreased in the a strain by less than 50% but more than 15%	fitness		50	Deletion	2502: Laschober et al. (2010) "Identification of evolutionarily conserved genetic regulators of cellular aging."  Aging Cell 9(6):1084-1097 (20883526)
1367	854276	INP53	INositol polyphosphate 5-Phosphatase	Saccharomyces cerevisiae		YOR109W		SJL3 SOP2	decrease	Mean chronological lifespan decreased in the a strain by less than 50% but more than 15%	fitness		50	Deletion	2502: Laschober et al. (2010) "Identification of evolutionarily conserved genetic regulators of cellular aging."  Aging Cell 9(6):1084-1097 (20883526)
1367	854276	INP53	INositol polyphosphate 5-Phosphatase	Saccharomyces cerevisiae		YOR109W		SJL3 SOP2	decrease	Replicative lifespan decreased 	fitness			Deletion	1570: Kaeberlein et al. (2005) "Regulation of yeast replicative life span by TOR and Sch9 in response to nutrients."  Science 310(5751):1193-1196 (16293764)
1367	854276	INP53	INositol polyphosphate 5-Phosphatase	Saccharomyces cerevisiae		YOR109W		SJL3 SOP2	decrease	Replicative lifespan decreased by 30% in the alpha strain and by 10% in the a strain 	fitness		30	Deletion	2504: Smith et al. (2008) "Quantitative evidence for conserved longevity pathways between divergent eukaryotic species."  Genome Res. 18(4):564-570 (18340043)
1368	853789	LHS1	Lumenal Hsp Seventy	Saccharomyces cerevisiae		YKL073W		CER1 SSI1	decrease	Mean chronological lifespan decreased in the a strain by less than 50% but more than 15%	fitness		50	Deletion	2502: Laschober et al. (2010) "Identification of evolutionarily conserved genetic regulators of cellular aging."  Aging Cell 9(6):1084-1097 (20883526)
1369	855264	MRE11	Meiotic REcombination	Saccharomyces cerevisiae		YMR224C		NGS1 RAD58 XRS4	decrease	Mean chronological lifespan decreased in the a strain by less than 50% but more than 15%	fitness		50	Deletion	2502: Laschober et al. (2010) "Identification of evolutionarily conserved genetic regulators of cellular aging."  Aging Cell 9(6):1084-1097 (20883526)
1370	853860	MRT4	mRNA Turnover 4	Saccharomyces cerevisiae		YKL009W			decrease	Mean chronological lifespan decreased in the a strain by less than 50% but more than 15%	fitness		50	Deletion	2502: Laschober et al. (2010) "Identification of evolutionarily conserved genetic regulators of cellular aging."  Aging Cell 9(6):1084-1097 (20883526)
1371	854063	MSH2	MutS Homolog	Saccharomyces cerevisiae		YOL090W		PMS5	decrease	Mean chronological lifespan decreased in the a strain by less than 50% but more than 15%	fitness		50	Deletion	2502: Laschober et al. (2010) "Identification of evolutionarily conserved genetic regulators of cellular aging."  Aging Cell 9(6):1084-1097 (20883526)
1372	852042	NPL3	Nuclear Protein Localization	Saccharomyces cerevisiae		YDR432W		MTR13 MTS1 NAB1 NOP3	decrease	Mean chronological lifespan decreased in the a strain by less than 50% but more than 15%	fitness		50	Deletion	2502: Laschober et al. (2010) "Identification of evolutionarily conserved genetic regulators of cellular aging."  Aging Cell 9(6):1084-1097 (20883526)
1372	852042	NPL3	Nuclear Protein Localization	Saccharomyces cerevisiae		YDR432W		MTR13 MTS1 NAB1 NOP3	decrease	Replicative lifespan decreased by 50% in the alpha strain 	fitness		50	Deletion	2504: Smith et al. (2008) "Quantitative evidence for conserved longevity pathways between divergent eukaryotic species."  Genome Res. 18(4):564-570 (18340043)
1373	854257	PTC5	Phosphatase Two C	Saccharomyces cerevisiae		YOR090C		PPP1	decrease	Mean chronological lifespan decreased in the a strain by less than 50% but more than 15%	fitness		50	Deletion	2502: Laschober et al. (2010) "Identification of evolutionarily conserved genetic regulators of cellular aging."  Aging Cell 9(6):1084-1097 (20883526)
1374	854744	RNR3	RiboNucleotide Reductase	Saccharomyces cerevisiae		YIL066C		DIN1 RIR3	decrease	Mean chronological lifespan decreased in the a strain by less than 50% but more than 15%	fitness		50	Deletion	2502: Laschober et al. (2010) "Identification of evolutionarily conserved genetic regulators of cellular aging."  Aging Cell 9(6):1084-1097 (20883526)
1375	850882	RPL37A	Ribosomal Protein of the Large subunit	Saccharomyces cerevisiae		YLR185W			decrease	Mean chronological lifespan decreased in the a strain by less than 50% but more than 15%	fitness		50	Deletion	2502: Laschober et al. (2010) "Identification of evolutionarily conserved genetic regulators of cellular aging."  Aging Cell 9(6):1084-1097 (20883526)
1376	854168	SGT2	Small Glutamine-rich Tetratricopeptide repeat-containing protein	Saccharomyces cerevisiae		YOR007C			decrease	Mean chronological lifespan decreased in the a strain by less than 50% but more than 15%	fitness		50	Deletion	2502: Laschober et al. (2010) "Identification of evolutionarily conserved genetic regulators of cellular aging."  Aging Cell 9(6):1084-1097 (20883526)
1377	852018	SIZ1	SAP and mIZ-finger domain	Saccharomyces cerevisiae		YDR409W		ULL1	decrease	Mean chronological lifespan decreased in the a strain by less than 50% but more than 15%	fitness		50	Deletion	2502: Laschober et al. (2010) "Identification of evolutionarily conserved genetic regulators of cellular aging."  Aging Cell 9(6):1084-1097 (20883526)
1378	854105	SPE2	SPErmidine auxotroph	Saccharomyces cerevisiae		YOL052C			decrease	Mean chronological lifespan decreased in the a strain by less than 50% but more than 15%	fitness		50	Deletion	2502: Laschober et al. (2010) "Identification of evolutionarily conserved genetic regulators of cellular aging."  Aging Cell 9(6):1084-1097 (20883526)
1380	856065	SSN3	Suppressor of SNf1	Saccharomyces cerevisiae		YPL042C		CDK8 GIG2 NUT7 RYE5 SRB10 UME5	decrease	Mean chronological lifespan decreased in the a strain by less than 50% but more than 15%	fitness		50	Deletion	2502: Laschober et al. (2010) "Identification of evolutionarily conserved genetic regulators of cellular aging."  Aging Cell 9(6):1084-1097 (20883526)
1380	856065	SSN3	Suppressor of SNf1	Saccharomyces cerevisiae		YPL042C		CDK8 GIG2 NUT7 RYE5 SRB10 UME5	decrease	Replicative lifespan decreased by 20% in the alpha strain 	fitness		20	Deletion	2503: Managbanag et al. (2008) "Shortest-path network analysis is a useful approach toward identifying genetic determinants of longevity."  PLoS ONE 3(11):e3802 (19030232)
1381	855844	SSO1	Sso1p	Saccharomyces cerevisiae		YPL232W			decrease	Mean chronological lifespan decreased in the a strain by less than 50% but more than 15%	fitness		50	Deletion	2502: Laschober et al. (2010) "Identification of evolutionarily conserved genetic regulators of cellular aging."  Aging Cell 9(6):1084-1097 (20883526)
1382	850953	SYM1	Stress-inducible Yeast Mpv17	Saccharomyces cerevisiae		YLR251W			decrease	Mean chronological lifespan decreased in the a strain by less than 50% but more than 15%	fitness		50	Deletion	2502: Laschober et al. (2010) "Identification of evolutionarily conserved genetic regulators of cellular aging."  Aging Cell 9(6):1084-1097 (20883526)
1384	852971	TWF1	TWinFilin	Saccharomyces cerevisiae		YGR080W			decrease	Mean chronological lifespan decreased in the a strain by less than 50% but more than 15%	fitness		50	Deletion	2502: Laschober et al. (2010) "Identification of evolutionarily conserved genetic regulators of cellular aging."  Aging Cell 9(6):1084-1097 (20883526)
1436	854292	CAT5	CATabolite repression	Saccharomyces cerevisiae		YOR125C		COQ7	decrease	Replicative lifespan decreased by 30% in the alpha strain 	fitness		30	Deletion	2504: Smith et al. (2008) "Quantitative evidence for conserved longevity pathways between divergent eukaryotic species."  Genome Res. 18(4):564-570 (18340043)
1436	854292	CAT5	CATabolite repression	Saccharomyces cerevisiae		YOR125C		COQ7	decrease	Chronological lifespan decreased up to 50%	fitness		50	Deletion	2516: Francis et al. (2007) "Mutations in the Atp1p and Atp3p subunits of yeast ATP synthase differentially affect respiration and fermentation in Saccharomyces cerevisiae."  J. Bioenerg. Biomembr. 39(2):127-144 (17492370)
